fighter_name,classification
Matt Van Buren,striker
Mike van Arsdale,striker
Brianna Van Buren,striker
Ron van Clief,striker
Lloyd Van Dams,striker
Chad Vance,striker
Jared Vanderaa,striker
Austin Vanderford,submission specialist
Lando Vannata,striker
Paul Varelans,striker
Paige VanZant,submission specialist
Kazula Vargas,striker
Jamie Varner,grappler
Linton Vassell,striker
Guilherme Vasconcelos,striker
Yuri Vaulin,striker
Billy Vaughan,striker
Javier Vazquez,submission specialist
Manny Vazquez,submission specialist
Matt Veach,submission specialist
Joe Vedepo,striker
Kelly Velasco,striker
David Velasquez,striker
Luigi Vendramini,submission specialist
Bojan Velickovic,striker
Cain Velasquez,striker
Karlos Vemola,submission specialist
Jerrel Venetiaan,striker
Scott Ventimiglia,striker
Kerry Vera,striker
Brandon Vera,striker
Joe Veres,striker
Ernie Verdicia,striker
Marlon Vera,submission specialist
Renato Verissimo,submission specialist
Bryan Vetell,striker
Marvin Vettori,striker
Hugo Viana,striker
Guilherme Viana,striker
Vitor Vianna,striker
Polyana Viana,submission specialist
James Vick,striker
Ketlen Vieira,striker
Milton Vieira,grappler
Reginaldo Vieira,striker
Steve Vigneault,striker
Rodolfo Vieira,submission specialist
DeMarco Villalona,striker
Alejandro Villalobos,striker
Ruben Villareal,striker
Gian Villante,striker
Ike Villanueva,striker
Armando Villarreal,striker
Pablo Villaseca,striker
Joey Villasenor,submission specialist
Yuri Villefort,striker
Danillo Villefort,submission specialist
Marcos Vinicius,striker
Brandon Visher,striker
Falaniko Vitale,striker
Bobby Voelker,striker
Alexander Volkanovski,striker
Jacob Volkmann,submission specialist
Alexander Volkov,striker
Jason Von Flue,submission specialist
Milco Voorn,striker
Mark Vorgeas,striker
James Wade,striker
Neil Wain,striker
Igor Vovchanchyn,striker
Chris Wade,submission specialist
TJ Waldburger,submission specialist
Chase Waldon,grappler
Andre Walker,striker
Herschel Walker,striker
Donny Walker,submission specialist
Rodney Wallace,submission specialist
Ben Wall,striker
Crafton Wallace,striker
Johnny Walker,submission specialist
Jeremy Wallace,striker
James Wallace,striker
Randall Wallace,grappler
Jim Wallhead,striker
Cory Walmsley,striker
Richard Walsh,striker
Erick Wanderlei,submission specialist
Patrick Walsh,submission specialist
Dimitiri Wanderley,grappler
Andy Wang,striker
Sai Wang,striker
Anying Wang,striker
Curt Warburton,grappler
Brennan Ward,submission specialist
Charlie Ward,striker
Terrion Ware,striker
Joe Warren,grappler
Brian Warren,striker
Merritt Warren,striker
Idris Wasi,striker
Kengo Watanabe,grappler
Andy Waters,striker
Ron Waterman,submission specialist
Dominic Waters,grappler
Sam Watford,submission specialist
Michelle Waterson,striker
Blake Watkins,striker
Kyle Watson,striker
Maka Watson,grappler
Walel Watson,submission specialist
Tom Watson,striker
Enrique Watson,striker
Brok Weaver,striker
Stephanie Webber,grappler
Jonavin Webb,submission specialist
Kazuhisa Watanabe,striker
Royston Wee,grappler
Daniel Weichel,striker
Chris Weidman,grappler
Mark Weir,submission specialist
Christian Wellisch,submission specialist
Jeremiah Wells,striker
Mike Wessel,grappler
Dustin West,striker
Fabricio Werdum,submission specialist
Sheldon Westcott,grappler
Aaron Wetherspoon,striker
Coty Wheeler,submission specialist
Vernon White,striker
Steve White,striker
Alex White,striker
Mike Whitehead,grappler
Robert Whiteford,striker
Craig White,striker
Garett Whiteley,striker
Mitch Whitesel,striker
Emily Whitmire,striker
Robert Whittaker,striker
Adam Wieczorek,striker
Jonathan Wiezorek,grappler
Orlando Wiet,striker
Justin Wilcox,striker
Aaron Wilkinson,grappler
Joe Wilk,striker
Mike Wilkinson,striker
Rob Wilkinson,grappler
James Wilks,submission specialist
Tedd Williams,striker
Pete Williams,grappler
Carter Williams,grappler
Patrick Williams,striker
Tim Williams,striker
Jordan Williams,striker
Cole Williams,striker
Khaos Williams,striker
Karl Willis,striker
Justin Willis,striker
Chris Wilson,submission specialist
Greg Wilson,striker
Jonathan Wilson,striker
Sean Wilson,striker
Matt Wiman,submission specialist
Eddie Wineland,striker
Rubin Williams,striker
Deron Winn,grappler
Andre Winner,striker
Jason Witt,submission specialist
Eric Wisely,striker
Keith Wisniewski,striker
Travis Wiuff,submission specialist
Ray Wizard,striker
Brandon Wolff,striker
Xue Do Won,striker
Nathaniel Wood,striker
Salvador Woods,striker
Tyron Woodley,striker
Sean Woodson,striker
Cal Worsham,striker
Hunter Worsham,striker
Khama Worthy,striker
Eric Wray,submission specialist
JW Wright,striker
Justin Wren,striker
Chris Wright,striker
Danyelle Wolf,submission specialist
Jordan Wright,striker
Marcin Wrzosek,striker
Jamie Yager,striker
Wu Yanan,striker
Rubens Xavier,submission specialist
Eddie Yagin,submission specialist
Rani Yahya,submission specialist
Alexander Yakovlev,striker
Kenichi Yamamoto,striker
Keiichiro Yamamiya,striker
Atsushi Yamamoto,striker
Yoshihisa Yamamoto,striker
Norifumi Yamamoto,striker
Hiroko Yamanaka,striker
Goiti Yamauchi,submission specialist
Yan Xiaonan,striker
Takeshi Yamazaki,submission specialist
Petr Yan,striker
Jianping Yang,striker
Dongi Yang,striker
Adam Yandiev,striker
Hu Yaozong,striker
Emmanuel Yarborough,striker
Masutatsu Yano,striker
Cale Yarbrough,striker
Tadao Yasuda,striker
Yoshiaki Yatsu,striker
Chris Yee,striker
Hirotaka Yokoi,grappler
Kazunori Yokota,striker
Ashley Yoder,striker
John Yoo,striker
Sanghoon Yoo,submission specialist
Dong Sik Yoon,submission specialist
Yoshiyuki Yoshida,submission specialist
Adrian Yanez,striker
Kaitlin Young,striker
Artenus Young,striker
Trenell Young,submission specialist
Hidehiko Yoshida,submission specialist
Shane Young,striker
Shanna Young,striker
Jason Young,striker
Besam Yousef,striker
Han Ten Yun,striker
Rob Yundt,grappler
Sodiq Yusuff,striker
Gilbert Yvel,submission specialist
Joao Zaiden,striker
Luke Zachrich,striker
Aiemann Zahabi,striker
Anton Zafir,grappler
Elizeu Zaleski dos Santos,striker
Youssef Zalal,submission specialist
Roger Zapata,submission specialist
Zach Zane,striker
David Zawada,submission specialist
Marius Zaromskis,striker
Craig Zellner,striker
Roman Zentsov,submission specialist
Zhang Lipeng,grappler
Yao Zhikui,striker
Zhang Weili,striker
Zhalgas Zhumagulov,striker
Fares Ziam,striker
Mike Zichelle,submission specialist
James Zikic,striker
Errol Zimmerman,striker
Cat Zingano,grappler
Joao Zeferino,submission specialist
Igor Zinoviev,striker
Dave Zitanick,striker
Carlos Zevallos,striker
Zhang Tiequan,submission specialist
Alex Zuniga,striker
George Zuniga,striker
Allan Zuniga,submission specialist
Virgil Zwicker,striker
