red_fighter_name,blue_fighter_name,event_date,red_fighter_nickname,blue_fighter_nickname,red_fighter_result,blue_fighter_result,method,round,time,time_format,referee,details,bout_type,bonus,event_name,event_location,red_fighter_KD,blue_fighter_KD,red_fighter_sig_str,blue_fighter_sig_str,red_fighter_sig_str_pct,blue_fighter_sig_str_pct,red_fighter_total_str,blue_fighter_total_str,red_fighter_TD,blue_fighter_TD,red_fighter_TD_pct,blue_fighter_TD_pct,red_fighter_sub_att,blue_fighter_sub_att,red_fighter_rev,blue_fighter_rev,red_fighter_ctrl,blue_fighter_ctrl,red_fighter_sig_str_head,blue_fighter_sig_str_head,red_fighter_sig_str_body,blue_fighter_sig_str_body,red_fighter_sig_str_leg,blue_fighter_sig_str_leg,red_fighter_sig_str_distance,blue_fighter_sig_str_distance,red_fighter_sig_str_clinch,blue_fighter_sig_str_clinch,red_fighter_sig_str_ground,blue_fighter_sig_str_ground,red_fighter_sig_str_head_pct,blue_fighter_sig_str_head_pct,red_fighter_sig_str_body_pct,blue_fighter_sig_str_body_pct,red_fighter_sig_str_leg_pct,blue_fighter_sig_str_leg_pct,red_fighter_sig_str_distance_pct,blue_fighter_sig_str_distance_pct,red_fighter_sig_str_clinch_pct,blue_fighter_sig_str_clinch_pct,red_fighter_sig_str_ground_pct,blue_fighter_sig_str_ground_pct,red_fighter_total_pts,blue_fighter_total_pts
JOE LAUZON,JAMIE VARNER,04/08/2012,-,-,W,L,Submission,3,2:44,3 Rnd (5-5-5),Luis Cobian,Triangle Choke From Bottom,Lightweight Bout,fight,UFC on FOX: Shogun vs Vera,"Los Angeles, California, USA",0,1,44,82,37,46,55,84,2,2,40,50,1,1,2,2,2:11,1:41,42,53,1,26,1,3,35,78,1,2,8,2,95,64,2,31,2,3,79,95,2,2,18,2,,
MIKE SWICK,DAMARQUES JOHNSON,04/08/2012,Quick,Darkness,W,L,KO/TKO,2,1:20,3 Rnd (5-5-5),Herb Dean,Punch to Head On Ground,Welterweight Bout,ko,UFC on FOX: Shogun vs Vera,"Los Angeles, California, USA",0,0,19,17,46,32,27,28,1,2,100,100,0,0,0,0,0:13,3:23,18,13,1,3,0,1,15,8,1,0,3,9,94,76,5,17,0,5,78,47,5,0,15,52,,
PHILIP DE FRIES,OLI THOMPSON,04/08/2012,-,-,W,L,Submission,2,4:16,3 Rnd (5-5-5),John McCarthy,Rear Naked Choke,Heavyweight Bout,-,UFC on FOX: Shogun vs Vera,"Los Angeles, California, USA",1,0,35,18,45,51,55,29,2,0,33,0,1,0,0,0,6:04,0:49,29,4,5,11,1,3,15,8,13,10,7,0,82,22,14,61,2,16,42,44,37,55,20,0,,
MANVEL GAMBURYAN,MICHIHIRO OMIGAWA,04/08/2012,The Anvil,-,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Luis Cobian,Mike Beltran 28 - 29. Lester Griffin 28 - 29. Cecil Peoples 27 - 30.,Featherweight Bout,-,UFC on FOX: Shogun vs Vera,"Los Angeles, California, USA",0,1,52,41,44,43,58,71,6,0,50,0,0,0,0,0,4:42,1:03,37,30,7,4,8,7,47,37,5,4,0,0,71,73,13,9,15,17,90,90,9,9,0,0,,
HECTOR LOMBARD,TIM BOETSCH,21/07/2012,-,The Barbarian,L,W,Decision - Split,3,5:00,3 Rnd (5-5-5),Josh Rosenthal,Sal D'amato 28 - 29. Richard Bertrand 29 - 28. Chris Lee 28 - 29.,Middleweight Bout,-,UFC 149: Faber vs Barao,"Calgary, Alberta, Canada",0,0,26,54,33,55,47,57,2,0,50,0,0,0,0,0,2:23,0:07,18,11,6,20,2,23,22,42,2,12,2,0,69,20,23,37,7,42,84,77,7,22,7,0,,
CHEICK KONGO,SHAWN JORDAN,21/07/2012,-,The Savage,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Yves Lavigne,Jeff Blatnick 28 - 30. Richard Bertrand 27 - 30. Peter Adamcik 27 - 30.,Heavyweight Bout,-,UFC 149: Faber vs Barao,"Calgary, Alberta, Canada",0,0,38,15,67,36,64,23,0,0,0,0,0,0,0,0,6:03,5:59,13,6,21,3,4,6,12,2,26,12,0,1,34,40,55,20,10,40,31,13,68,80,0,6,,
BRIAN EBERSOLE,JAMES HEAD,21/07/2012,Bad Boy,-,L,W,Decision - Split,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,Jeff Blatnick 28 - 29. Sal D'amato 29 - 28. Chris Lee 28 - 29.,Welterweight Bout,-,UFC 149: Faber vs Barao,"Calgary, Alberta, Canada",0,0,35,37,39,44,51,62,1,1,6,100,0,1,0,1,2:54,3:16,13,22,9,13,13,2,32,19,1,17,2,1,37,59,25,35,37,5,91,51,2,45,5,2,,
COURT MCGEE,NICK RING,21/07/2012,The Crusher,The Promise,L,W,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Yves Lavigne,Peter Adamcik 28 - 29. Richard Bertrand 28 - 29. Chris Lee 28 - 29.,Middleweight Bout,-,UFC 149: Faber vs Barao,"Calgary, Alberta, Canada",0,0,108,68,36,49,146,71,0,0,0,0,0,0,0,0,0:09,0:26,70,41,16,12,22,15,106,66,2,2,0,0,64,60,14,17,20,22,98,97,1,2,0,0,,
BRYAN CARAWAY,MITCH GAGNON,21/07/2012,Kid Lightning,-,W,L,Submission,3,1:39,3 Rnd (5-5-5),Yves Lavigne,Rear Naked Choke,Bantamweight Bout,fight,UFC 149: Faber vs Barao,"Calgary, Alberta, Canada",0,0,11,27,24,41,82,45,3,1,33,20,1,0,0,1,5:19,3:20,8,23,3,3,0,1,4,12,4,9,3,6,72,85,27,11,0,3,36,44,36,33,27,22,,
MITCH CLARKE,ANTON KUIVANEN,21/07/2012,Danger Zone,-,L,W,Decision - Split,3,5:00,3 Rnd (5-5-5),Josh Rosenthal,Richard Bertrand 28 - 29. Sal D'amato 29 - 28. Jeff Blatnick 28 - 29.,Lightweight Bout,-,UFC 149: Faber vs Barao,"Calgary, Alberta, Canada",0,0,6,29,25,54,29,66,3,3,37,100,1,1,1,2,4:26,7:27,6,24,0,4,0,1,5,10,1,3,0,16,100,82,0,13,0,3,83,34,16,10,0,55,,
JAMES TE HUNA,JOEY BELTRAN,11/07/2012,-,The Mexicutioner,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason McCoy,Steve Morrow 26 - 30. Ray Balewicz 27 - 30. Susan Thomas-Gitlin 27 - 30.,Light Heavyweight Bout,fight,UFC on FUEL TV: Munoz vs Weidman,"San Jose, California, USA",1,0,122,73,49,26,172,90,3,1,33,50,0,0,0,0,2:50,1:51,80,45,23,11,19,17,109,59,3,13,10,1,65,61,18,15,15,23,89,80,2,17,8,1,,
AARON SIMPSON,KENNY ROBERTSON,11/07/2012,A-Train,-,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marcos Rosales,Steve Morrow 27 - 30. Ray Balewicz 28 - 29. Dan Stell 28 - 29.,Welterweight Bout,-,UFC on FUEL TV: Munoz vs Weidman,"San Jose, California, USA",0,0,48,29,68,58,97,42,6,0,42,0,0,0,0,0,10:25,1:22,27,10,10,12,11,7,5,9,18,18,25,2,56,34,20,41,22,24,10,31,37,62,52,6,,
KARLOS VEMOLA,FRANCIS CARMONT,11/07/2012,-,Limitless,L,W,Submission,2,1:39,3 Rnd (5-5-5),Josh Rosenthal,Rear Naked Choke,Middleweight Bout,-,UFC on FUEL TV: Munoz vs Weidman,"San Jose, California, USA",0,0,3,4,42,50,9,10,1,0,12,0,2,2,1,0,2:06,3:38,0,2,0,2,3,0,3,1,0,1,0,2,0,50,0,50,100,0,100,25,0,25,0,50,,
CHRIS CARIASO,JOSH FERGUSON,11/07/2012,Kamikaze,Taz,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason McCoy,Ray Balewicz 27 - 30. Dan Stell 27 - 30. Susan Thomas-Gitlin 27 - 30.,Flyweight Bout,-,UFC on FUEL TV: Munoz vs Weidman,"San Jose, California, USA",0,0,70,20,67,30,114,33,3,1,50,12,0,0,0,0,4:18,3:51,48,12,18,7,4,1,34,15,20,5,16,0,68,60,25,35,5,5,48,75,28,25,22,0,,
RAFAEL NATAL,ANDREW CRAIG,11/07/2012,Sapo,Highlight,L,W,KO/TKO,2,4:52,3 Rnd (5-5-5),Marcos Rosales,Kick to Head At Distance,Middleweight Bout,-,UFC on FUEL TV: Munoz vs Weidman,"San Jose, California, USA",2,1,73,23,66,31,79,30,2,0,40,0,0,0,0,1,1:30,0:50,47,10,10,2,16,11,49,21,11,0,13,2,64,43,13,8,21,47,67,91,15,0,17,8,,
MARCELO GUIMARAES,DAN STITTGEN,11/07/2012,Magrao,The Anvil,W,L,Decision - Split,3,5:00,3 Rnd (5-5-5),Josh Rosenthal,Steve Morrow 29 - 28. Ray Balewicz 28 - 29. Susan Thomas-Gitlin 28 - 29.,Welterweight Bout,-,UFC on FUEL TV: Munoz vs Weidman,"San Jose, California, USA",0,0,63,49,64,48,130,78,0,1,0,100,0,0,0,0,7:35,0:13,11,16,8,11,44,22,32,38,31,11,0,0,17,32,12,22,69,44,50,77,49,22,0,0,,
CUNG LE,PATRICK COTE,07/07/2012,-,The Predator,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Josh Rosenthal,Junichiro Kamijo 27 - 30. Mark Smith 27 - 30. Glenn Trowbridge 27 - 30.,Middleweight Bout,-,UFC 148: Silva vs Sonnen 2,"Las Vegas, Nevada, USA",0,0,55,51,48,38,58,79,2,0,100,0,0,0,0,0,1:13,1:10,27,19,22,17,6,15,46,43,9,8,0,0,49,37,40,33,10,29,83,84,16,15,0,0,,
IVAN MENJIVAR,MIKE EASTON,07/07/2012,The Pride of El Salvador,The Hulk,L,W,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Josh Rosenthal,Junichiro Kamijo 28 - 29. Chris Lee 27 - 30. Mark Smith 27 - 30.,Bantamweight Bout,-,UFC 148: Silva vs Sonnen 2,"Las Vegas, Nevada, USA",0,0,40,46,27,27,42,55,0,1,0,50,0,0,0,0,0:00,0:48,10,14,15,12,15,20,38,43,2,2,0,1,25,30,37,26,37,43,95,93,5,4,0,2,,
MELVIN GUILLARD,FABRICIO CAMOES,07/07/2012,The Young Assassin,Morango,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Yves Lavigne,Adalaide Byrd 27 - 30. Patricia Morse-Jarman 27 - 30. Tony Weeks 27 - 30.,Lightweight Bout,-,UFC 148: Silva vs Sonnen 2,"Las Vegas, Nevada, USA",0,0,37,18,36,24,57,33,1,1,100,9,0,0,0,1,1:23,2:06,27,7,8,2,2,9,28,16,1,1,8,1,72,38,21,11,5,50,75,88,2,5,21,5,,
GLEISON TIBAU,KHABIB NURMAGOMEDOV,07/07/2012,-,The Eagle,L,W,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,Jeff Collins 27 - 30. Mark Smith 27 - 30. Glenn Trowbridge 27 - 30.,Lightweight Bout,-,UFC 148: Silva vs Sonnen 2,"Las Vegas, Nevada, USA",0,0,28,25,32,24,46,33,1,0,16,0,0,0,0,0,0:17,4:26,15,13,13,7,0,5,19,15,9,10,0,0,53,52,46,28,0,20,67,60,32,40,0,0,,
CONSTANTINOS PHILIPPOU,RIKI FUKUDA,07/07/2012,-,-,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Steve Mazzagatti,Jeff Collins 27 - 30. Chris Lee 27 - 30. Tony Weeks 28 - 29.,Middleweight Bout,-,UFC 148: Silva vs Sonnen 2,"Las Vegas, Nevada, USA",0,0,42,44,25,45,53,61,0,0,0,0,0,0,0,0,0:07,1:56,37,20,5,6,0,18,40,43,2,1,0,0,88,45,11,13,0,40,95,97,4,2,0,0,,
JOHN ALESSIO,SHANE ROLLER,07/07/2012,The Natural,-,L,W,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Josh Rosenthal,Adalaide Byrd 28 - 29. Patricia Morse-Jarman 28 - 29. Glenn Trowbridge 28 - 29.,Lightweight Bout,-,UFC 148: Silva vs Sonnen 2,"Las Vegas, Nevada, USA",0,0,35,31,33,44,63,82,0,3,0,42,0,0,1,0,2:06,7:59,28,20,7,3,0,8,29,20,5,2,1,9,80,64,20,9,0,25,82,64,14,6,2,29,,
GODOFREDO PEPEY,RONY JASON,23/06/2012,-,-,L,W,Decision - Unanimous,3,5:00,3 Rnd + OT (5-5-5-5),Marc Goddard,Aaron Chatfield 28 - 29. Howard Hughes 28 - 29. Rick Winter 28 - 29.,Ultimate Fighter Brazil 1 Featherweight Tournament Title Bout,belt,UFC 147: Silva vs Franklin 2,"Belo Horizonte, Minas Gerais, Brazil",0,0,32,36,38,47,74,60,0,0,0,0,1,0,0,0,1:05,4:30,16,13,6,16,10,7,24,25,1,2,7,9,50,36,18,44,31,19,75,69,3,5,21,25,,
IURI ALCANTARA,HACRAN DIAS,23/06/2012,Marajo,Barnabe,L,W,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,Mark Collett 28 - 29. Howard Hughes 27 - 30. Chris Watts 27 - 30.,Featherweight Bout,-,UFC 147: Silva vs Franklin 2,"Belo Horizonte, Minas Gerais, Brazil",0,0,19,19,38,43,36,108,0,5,0,50,1,0,0,0,1:07,9:01,10,8,6,2,3,9,11,8,4,0,4,11,52,42,31,10,15,47,57,42,21,0,21,57,,
GRAY MAYNARD,CLAY GUIDA,22/06/2012,-,The Carpenter,W,L,Decision - Split,5,5:00,5 Rnd (5-5-5-5-5),Dan Miragliotta,Eric Colon 47 - 48. Jose Tabora 48 - 47. Sue Sanidad 47 - 48.,Lightweight Bout,-,UFC on FX: Maynard vs Guida,"Atlantic City, New Jersey, USA",0,0,49,45,21,14,52,49,1,0,11,0,1,0,0,0,1:10,0:47,35,40,7,1,7,4,33,45,10,0,6,0,71,88,14,2,14,8,67,100,20,0,12,0,,
SAM STOUT,SPENCER FISHER,22/06/2012,Hands of Stone,The King,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kevin Mulhall,Michelle Agustin 27 - 30. Jon Bilyk 27 - 30. Vincent Sinclair 27 - 30.,Lightweight Bout,fight,UFC on FX: Maynard vs Guida,"Atlantic City, New Jersey, USA",0,0,64,65,33,41,96,89,4,0,50,0,0,0,0,0,3:52,0:06,28,43,20,13,16,9,63,60,1,5,0,0,43,66,31,20,25,13,98,92,1,7,0,0,,
BRIAN EBERSOLE,TJ WALDBURGER,22/06/2012,Bad Boy,-,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kevin Mulhall,Jon Bilyk 28 - 29. Vincent Sinclair 28 - 29. Jose Tabora 28 - 29.,Welterweight Bout,-,UFC on FX: Maynard vs Guida,"Atlantic City, New Jersey, USA",0,1,39,18,66,43,90,33,2,1,40,100,0,4,0,0,8:15,1:44,29,9,6,6,4,3,14,13,6,4,19,1,74,50,15,33,10,16,35,72,15,22,48,5,,
ROSS PEARSON,CUB SWANSON,22/06/2012,The Real Deal,-,L,W,KO/TKO,2,4:14,3 Rnd (5-5-5),Yves Lavigne,Punch to Head In Clinch,Featherweight Bout,ko,UFC on FX: Maynard vs Guida,"Atlantic City, New Jersey, USA",0,1,38,45,35,43,49,51,3,0,50,0,0,0,0,0,2:37,0:05,24,39,11,2,3,4,30,40,1,1,7,4,63,86,28,4,7,8,78,88,2,2,18,8,,
HATSU HIOKI,RICARDO LAMAS,22/06/2012,-,The Bully,L,W,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Yves Lavigne,Michelle Agustin 28 - 29. Eric Colon 28 - 29. Sue Sanidad 28 - 29.,Featherweight Bout,-,UFC on FX: Maynard vs Guida,"Atlantic City, New Jersey, USA",0,0,17,36,37,49,36,86,4,0,80,0,0,4,0,1,7:21,1:16,6,15,10,11,1,10,12,28,3,3,2,5,35,41,58,30,5,27,70,77,17,8,11,13,,
RICK STORY,BROCK JARDINE,22/06/2012,The Horror,The Machine,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Henry Krawiec 27 - 30. Carlos Rodriguez 27 - 30. Jose Tabora 27 - 30.,Welterweight Bout,-,UFC on FX: Maynard vs Guida,"Atlantic City, New Jersey, USA",0,0,51,18,40,30,67,21,5,0,83,0,0,0,0,0,5:13,0:46,13,11,27,6,11,1,27,18,3,0,21,0,25,61,52,33,21,5,52,100,5,0,41,0,,
STEVEN SILER,JOEY GAMBINO,22/06/2012,Super,The Raging Warrior,W,L,Submission,1,2:47,3 Rnd (5-5-5),Kevin Mulhall,Guillotine Choke On Ground,Featherweight Bout,-,UFC on FX: Maynard vs Guida,"Atlantic City, New Jersey, USA",0,0,12,5,75,33,27,5,1,0,33,0,1,0,0,0,1:08,0:25,9,2,3,1,0,2,2,4,6,1,4,0,75,40,25,20,0,40,16,80,50,20,33,0,,
MATT BROWN,LUIS RAMOS,22/06/2012,The Immortal,Beicao,W,L,KO/TKO,2,4:20,3 Rnd (5-5-5),Gasper Oliver,Knees to Head In Clinch,Welterweight Bout,-,UFC on FX: Maynard vs Guida,"Atlantic City, New Jersey, USA",0,0,52,20,59,32,74,26,0,1,0,20,0,0,0,0,0:14,3:44,30,7,14,2,8,11,26,20,26,0,0,0,57,35,26,10,15,55,50,100,50,0,0,0,,
DAN MILLER,RICARDO FUNCH,22/06/2012,-,Golden Boy,W,L,Submission,3,3:12,3 Rnd (5-5-5),Dan Miragliotta,Guillotine Choke After Drop to Guard Position - Mount,Welterweight Bout,sub,UFC on FX: Maynard vs Guida,"Atlantic City, New Jersey, USA",1,0,57,72,61,67,81,90,0,2,0,25,3,0,0,0,1:18,6:51,40,26,15,7,2,39,31,25,17,30,9,17,70,36,26,9,3,54,54,34,29,41,15,23,,
KEN STONE,DUSTIN PAGUE,22/06/2012,-,The Disciple,W,L,Decision - Split,3,5:00,3 Rnd (5-5-5),Gasper Oliver,Carlos Rodriguez 29 - 28. Henry Krawiec 28 - 29. Jon Bilyk 28 - 29.,Bantamweight Bout,-,UFC on FX: Maynard vs Guida,"Atlantic City, New Jersey, USA",0,0,63,41,52,45,88,47,0,0,0,0,0,0,0,0,5:06,0:01,31,14,5,9,27,18,44,37,19,4,0,0,49,34,7,21,42,43,69,90,30,9,0,0,,
DEMETRIOUS JOHNSON,IAN MCCALL,08/06/2012,Mighty Mouse,Uncle Creepy,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Troy Waugh,Hector Gomez 28 - 29. Chris Lee 27 - 30. Barry Luxenberg 28 - 29.,Flyweight Bout,-,UFC on FX: Johnson vs McCall,"Sunrise, Florida, USA",1,0,90,57,58,43,105,94,2,1,25,9,0,0,0,0,2:03,3:05,23,16,41,27,26,14,45,26,45,31,0,0,25,28,45,47,28,24,50,45,50,54,0,0,,
MIKE PYLE,JOSH NEER,08/06/2012,Quicksand,The Dentist,W,L,KO/TKO,1,4:56,3 Rnd (5-5-5),Chris Adams,Punch to Head At Distance,Welterweight Bout,ko,UFC on FX: Johnson vs McCall,"Sunrise, Florida, USA",1,0,18,19,64,54,38,39,1,0,100,0,0,0,0,0,2:55,0:09,12,10,5,9,1,0,10,10,6,9,2,0,66,52,27,47,5,0,55,52,33,47,11,0,,
EDDIE WINELAND,SCOTT JORGENSEN,08/06/2012,-,Young Guns,W,L,KO/TKO,2,4:10,3 Rnd (5-5-5),Troy Waugh,Punch to Head At Distance,Bantamweight Bout,fight,UFC on FX: Johnson vs McCall,"Sunrise, Florida, USA",1,0,61,48,32,33,66,49,1,0,100,0,0,0,0,0,0:24,0:00,54,32,5,7,2,9,54,45,4,3,3,0,88,66,8,14,3,18,88,93,6,6,4,0,,
SETH BACZYNSKI,LANCE BENOIST,08/06/2012,The Polish Pistola,-,W,L,Decision - Split,3,5:00,3 Rnd (5-5-5),Chris Adams,Barry Luxenberg 30 - 27. Rich Coreen 28 - 29. Hector Gomez 28 - 29.,Welterweight Bout,-,UFC on FX: Johnson vs McCall,"Sunrise, Florida, USA",0,0,25,35,35,54,50,114,1,3,20,42,0,0,0,0,3:47,6:30,19,15,6,17,0,3,11,19,8,7,6,9,76,42,24,48,0,8,44,54,32,20,24,25,,
JAKE HECHT,SEAN PIERSON,08/06/2012,Hitman,The Punisher,L,W,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Adams,Rich Coreen 28 - 29. Hector Gomez 28 - 29. Barry Luxenberg 28 - 29.,Welterweight Bout,-,UFC on FX: Johnson vs McCall,"Sunrise, Florida, USA",0,0,37,41,37,37,48,89,3,1,42,50,0,1,0,1,2:52,3:59,17,20,19,17,1,4,17,20,18,18,2,3,45,48,51,41,2,9,45,48,48,43,5,7,,
JONATHAN BROOKINS,CHARLES OLIVEIRA,01/06/2012,-,Do Bronxs,L,W,Submission,2,2:42,3 Rnd (5-5-5),Kim Winslow,Anaconda Choke On Ground,Featherweight Bout,-,The Ultimate Fighter: Live Finale,"Las Vegas, Nevada, USA",0,0,27,42,36,55,27,48,1,1,50,50,1,1,0,0,1:07,0:59,22,21,4,10,1,11,22,32,5,8,0,2,81,50,14,23,3,26,81,76,18,19,0,4,,
JUSTIN LAWRENCE,JOHN COFER,01/06/2012,The American Kidd,The Potter,W,L,KO/TKO,3,0:19,3 Rnd (5-5-5),Herb Dean,Kick to Head At Distance,Lightweight Bout,fight,The Ultimate Fighter: Live Finale,"Las Vegas, Nevada, USA",1,0,54,36,34,35,59,39,1,2,33,50,0,0,0,0,0:53,0:52,44,20,8,11,2,5,46,31,5,5,3,0,81,55,14,30,3,13,85,86,9,13,5,0,,
DARON CRUICKSHANK,CHRIS TICKLE,01/06/2012,Detroit Superstar,BadBoy,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Steve Mazzagatti,Point Deducted: Illegal Knee by Tickle Sal D'amato 27 - 29. Patricia Morse-Jarman 27 - 29. Mark Smith 27 - 29.,Lightweight Bout,-,The Ultimate Fighter: Live Finale,"Las Vegas, Nevada, USA",0,0,17,16,56,40,59,52,4,1,80,25,0,2,2,1,8:16,5:03,11,11,3,3,3,2,8,11,0,1,9,4,64,68,17,18,17,12,47,68,0,6,52,25,,
MIKE BROWN,DANIEL PINEDA,26/05/2012,-,The Pit,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Yves Lavigne,Adalaide Byrd 28 - 29. Lester Griffin 28 - 29. Junichiro Kamijo 28 - 29.,Featherweight Bout,-,UFC 146: Dos Santos vs Mir,"Las Vegas, Nevada, USA",0,0,38,28,56,35,141,54,2,1,40,33,0,0,0,2,6:44,3:08,23,22,15,2,0,4,17,21,15,2,6,5,60,78,39,7,0,14,44,75,39,7,15,17,,
CHAN SUNG JUNG,DUSTIN POIRIER,15/05/2012,The Korean Zombie,The Diamond,W,L,Submission,4,1:07,5 Rnd (5-5-5-5-5),Dan Miragliotta,D'Arce Choke From Front Headlock Technical Submission,Featherweight Bout,fight,UFC on FUEL TV: Korean Zombie vs Poirier,"Fairfax, Virginia, USA",0,0,74,56,48,44,149,70,4,0,100,0,3,0,0,2,5:02,3:51,59,44,12,1,3,11,60,55,5,1,9,0,79,78,16,1,4,19,81,98,6,1,12,0,,
AMIR SADOLLAH,JORGE LOPEZ,15/05/2012,-,-,W,L,Decision - Split,3,5:00,3 Rnd (5-5-5),Keith Peterson,Sal D'amato 28 - 29. Jeff Blatnick 29 - 28. Cardo Urso 28 - 29.,Welterweight Bout,-,UFC on FUEL TV: Korean Zombie vs Poirier,"Fairfax, Virginia, USA",0,0,36,32,43,52,77,39,1,4,33,28,1,0,0,0,1:52,8:24,14,19,13,6,9,7,23,27,13,4,0,1,38,59,36,18,25,21,63,84,36,12,0,3,,
DONALD CERRONE,JEREMY STEPHENS,15/05/2012,Cowboy,Lil' Heathen,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,Jeff Blatnick 27 - 30. Sal D'amato 27 - 30. Cardo Urso 27 - 30.,Lightweight Bout,-,UFC on FUEL TV: Korean Zombie vs Poirier,"Fairfax, Virginia, USA",0,0,87,46,45,40,87,50,1,0,33,0,0,0,0,0,0:31,0:01,35,24,20,11,32,11,85,44,2,2,0,0,40,52,22,23,36,23,97,95,2,4,0,0,,
IGOR POKRAJAC,FABIO MALDONADO,15/05/2012,The Duke,Caipira de Aco,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Jeff Blatnick 28 - 29. Sal D'amato 27 - 30. Eric Colon 28 - 29.,Light Heavyweight Bout,-,UFC on FUEL TV: Korean Zombie vs Poirier,"Fairfax, Virginia, USA",0,0,36,98,45,71,64,166,1,0,25,0,0,0,0,0,6:07,2:46,30,72,1,26,5,0,24,61,10,37,2,0,83,73,2,26,13,0,66,62,27,37,5,0,,
BRAD TAVARES,DONGI YANG,15/05/2012,-,The Ox,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Eric Colon 28 - 29. Brian Costello 28 - 29. Sal D'amato 28 - 29.,Middleweight Bout,-,UFC on FUEL TV: Korean Zombie vs Poirier,"Fairfax, Virginia, USA",0,0,39,32,24,38,47,44,2,1,66,33,0,0,0,0,2:18,0:34,13,17,10,4,16,11,35,28,4,3,0,1,33,53,25,12,41,34,89,87,10,9,0,3,,
TJ GRANT,CARLO PRATER,15/05/2012,-,Neo,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,Brian Costello 27 - 30. Sal D'amato 27 - 30. Cardo Urso 27 - 30.,Lightweight Bout,-,UFC on FUEL TV: Korean Zombie vs Poirier,"Fairfax, Virginia, USA",0,0,68,27,60,44,116,33,3,0,42,0,1,1,0,1,6:54,0:35,30,14,27,3,11,10,34,25,24,2,10,0,44,51,39,11,16,37,50,92,35,7,14,0,,
NATE DIAZ,JIM MILLER,05/05/2012,-,A-10,W,L,Submission,2,4:09,5 Rnd (5-5-5-5-5),Keith Peterson,Guillotine Choke After Drop to Ground,Lightweight Bout,sub,UFC on FOX: Diaz vs Miller,"East Rutherford, New Jersey, USA",0,0,46,25,46,35,97,27,0,1,0,20,2,0,2,0,2:37,1:15,29,11,11,7,6,7,23,13,22,12,1,0,63,44,23,28,13,28,50,52,47,48,2,0,,
JOSH KOSCHECK,JOHNY HENDRICKS,05/05/2012,-,Bigg Rigg,L,W,Decision - Split,3,5:00,3 Rnd (5-5-5),Kevin Mulhall,Jeff Blatnick 28 - 29. Ricardo Almeida 29 - 28. Cardo Urso 28 - 29.,Welterweight Bout,-,UFC on FOX: Diaz vs Miller,"East Rutherford, New Jersey, USA",0,0,33,55,37,45,57,82,1,2,50,33,0,0,0,0,3:26,2:31,23,32,10,2,0,21,18,28,6,27,9,0,69,58,30,3,0,38,54,50,18,49,27,0,,
TONY FERGUSON,MICHAEL JOHNSON,05/05/2012,El Cucuy,The Menace,L,W,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Ricardo Almeida 27 - 30. Jeff Blatnick 27 - 30. Cardo Urso 27 - 30.,Lightweight Bout,-,UFC on FOX: Diaz vs Miller,"East Rutherford, New Jersey, USA",0,1,45,67,25,36,45,67,0,0,0,0,0,0,0,0,0:00,0:01,23,28,7,22,15,17,45,66,0,1,0,0,51,41,15,32,33,25,100,98,0,1,0,0,,
JOHN DODSON,TIM ELLIOTT,05/05/2012,The Magician,-,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson,Ricardo Almeida 28 - 29. Tony Tamburrino 28 - 29. Dave Tirelli 28 - 29.,Flyweight Bout,-,UFC on FOX: Diaz vs Miller,"East Rutherford, New Jersey, USA",0,0,80,79,34,35,83,81,2,0,50,0,0,0,0,0,0:12,0:02,54,64,17,11,9,4,78,67,2,12,0,0,67,81,21,13,11,5,97,84,2,15,0,0,,
