winner,ref,diff_TD,diff_sub_att,diff_sig_str_leg_pct,diff_sig_str_head_pct,diff_total_str,diff_sig_str_distance_pct,diff_sig_str_body,diff_sig_str_pct,diff_KD,diff_sig_str_distance,diff_sig_str_ground,diff_sig_str_body_pct,diff_sig_str_clinch,diff_sig_str,diff_sig_str_head,diff_TD_pct,diff_sig_str_clinch_pct,diff_sig_str_leg,diff_sig_str_ground_pct
W,Dan Miragliotta,-1.0,0.0,-46.0,43.0,53.0,-3.0,4.0,10.0,0.0,48.0,0.0,3.0,2.0,50.0,58.0,-33.0,2.0,-12.0,0.0
L,Kevin Mulhall,0.0,0.0,52.0,-53.0,-22.0,-6.0,-2.0,1.0,0.0,-20.0,0.0,0.0,1.0,-19.0,-28.0,0.0,6.0,11.0,0.0
W,Keith Peterson,3.0,1.0,-8.0,28.0,66.0,5.0,-11.0,1.0,0.0,-4.0,1.0,-21.0,-4.0,-7.0,8.0,42.0,-8.0,-4.0,2.0
W,Gasper Oliver,0.0,0.0,-22.0,41.0,-5.0,8.0,-5.0,1.0,0.0,7.0,3.0,-17.0,-1.0,9.0,23.0,-25.0,-9.0,-9.0,2.0
W,John McCarthy,-1.0,0.0,16.0,-8.0,36.0,6.0,4.0,18.0,0.0,24.0,1.0,-8.0,0.0,25.0,4.0,-100.0,-7.0,17.0,0.0
L,Mike Beltran,0.0,1.0,-7.0,17.0,-4.0,35.0,-5.0,-22.0,-1.0,2.0,-8.0,-10.0,-9.0,-15.0,-6.0,0.0,-17.0,-4.0,-18.0
L,John McCarthy,-1.0,0.0,-4.0,-10.0,-4.0,23.0,1.0,1.0,-1.0,2.0,-1.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,-24.0
W,Herb Dean,2.0,0.0,6.0,7.0,52.0,13.0,5.0,4.0,2.0,41.0,5.0,-13.0,0.0,46.0,29.0,100.0,-15.0,12.0,1.0
L,Mike Beltran,-6.0,0.0,2.0,0.0,-3.0,13.0,-3.0,-5.0,0.0,3.0,-10.0,-4.0,0.0,-7.0,-5.0,-75.0,0.0,1.0,-15.0
W,Herb Dean,-1.0,0.0,-7.0,2.0,-4.0,3.0,1.0,21.0,1.0,0.0,-3.0,4.0,2.0,-1.0,0.0,-100.0,8.0,-2.0,-11.0
W,Steve Mazzagatti,3.0,3.0,-23.0,0.0,43.0,4.0,24.0,14.0,0.0,22.0,1.0,24.0,-3.0,20.0,12.0,50.0,-5.0,-16.0,1.0
L,Herb Dean,-1.0,0.0,-14.0,30.0,0.0,5.0,-1.0,16.0,0.0,10.0,5.0,-16.0,-2.0,13.0,16.0,16.0,-14.0,-2.0,9.0
L,Kim Winslow,2.0,2.0,-11.0,26.0,-53.0,24.0,-6.0,-29.0,0.0,0.0,-6.0,-14.0,-6.0,-12.0,-2.0,-58.0,-14.0,-4.0,-10.0
W,Kim Winslow,-1.0,1.0,-11.0,12.0,15.0,5.0,2.0,4.0,0.0,19.0,2.0,0.0,-3.0,18.0,26.0,34.0,-6.0,-10.0,1.0
L,Steve Mazzagatti,3.0,0.0,-1.0,5.0,-49.0,20.0,-7.0,-21.0,-2.0,-23.0,-13.0,-4.0,-9.0,-45.0,-33.0,33.0,0.0,-5.0,-19.0
L,Kim Winslow,-1.0,0.0,0.0,-2.0,-54.0,-21.0,-1.0,-9.0,0.0,-27.0,1.0,2.0,0.0,-26.0,-20.0,-36.0,17.0,-5.0,3.0
L,Leon Roberts,0.0,0.0,34.0,-54.0,-13.0,-27.0,6.0,-31.0,-1.0,-7.0,-3.0,20.0,11.0,1.0,-15.0,-86.0,38.0,10.0,-10.0
W,Leon Roberts,1.0,0.0,-4.0,12.0,3.0,-4.0,-6.0,-12.0,0.0,-5.0,-1.0,-8.0,3.0,-3.0,6.0,20.0,5.0,-3.0,-1.0
W,Kristian Hacklou,2.0,0.0,17.0,-6.0,-37.0,38.0,-11.0,9.0,0.0,10.0,-5.0,-11.0,-24.0,-19.0,-11.0,33.0,-30.0,3.0,-7.0
L,Kristian Hacklou,-5.0,-1.0,6.0,15.0,-32.0,56.0,-11.0,-9.0,0.0,-4.0,-7.0,-21.0,-17.0,-28.0,-16.0,-25.0,-45.0,-1.0,-10.0
L,Marko Gyllenland,3.0,-1.0,0.0,21.0,13.0,-21.0,0.0,-5.0,0.0,-1.0,9.0,-21.0,-1.0,7.0,7.0,100.0,-43.0,0.0,64.0
W,Robert Sundel,2.0,0.0,1.0,-25.0,-73.0,0.0,17.0,12.0,0.0,2.0,16.0,25.0,-8.0,10.0,-8.0,0.0,-31.0,1.0,30.0
W,0,2.0,0.0,-41.0,43.0,-6.0,-10.0,2.0,5.0,0.0,4.0,6.0,-2.0,0.0,10.0,23.0,100.0,-2.0,-15.0,12.0
W,Philippe Chartier,-4.0,0.0,-1.0,6.0,-56.0,31.0,-5.0,6.0,0.0,17.0,-13.0,-4.0,-15.0,-11.0,-3.0,-80.0,-16.0,-3.0,-16.0
W,Marc-Andre Cote,1.0,0.0,15.0,-38.0,17.0,-25.0,6.0,22.0,1.0,6.0,4.0,24.0,1.0,11.0,2.0,100.0,5.0,3.0,20.0
W,Yves Lavigne,2.0,0.0,19.0,7.0,22.0,-10.0,-1.0,-3.0,1.0,4.0,8.0,-26.0,7.0,19.0,9.0,66.0,-17.0,11.0,26.0
W,Philippe Chartier,1.0,1.0,-1.0,-5.0,69.0,-16.0,3.0,-9.0,0.0,-4.0,4.0,6.0,3.0,3.0,0.0,50.0,6.0,0.0,10.0
W,Herb Dean,3.0,0.0,4.0,-2.0,-44.0,-21.0,-3.0,-9.0,0.0,-15.0,3.0,-2.0,4.0,-8.0,-6.0,60.0,13.0,1.0,8.0
L,Marc Goddard,-4.0,-1.0,0.0,-9.0,-66.0,77.0,-1.0,-16.0,0.0,1.0,-9.0,10.0,-1.0,-9.0,-8.0,59.0,-7.0,0.0,-69.0
W,Marc Goddard,-2.0,-1.0,2.0,-21.0,48.0,-3.0,15.0,16.0,0.0,25.0,-1.0,18.0,6.0,30.0,11.0,-16.0,5.0,4.0,-2.0
L,Thomas Fan,-1.0,0.0,0.0,3.0,-23.0,6.0,-1.0,1.0,-1.0,2.0,-7.0,-3.0,5.0,0.0,1.0,-75.0,15.0,0.0,-21.0
W,Herb Dean,0.0,0.0,-47.0,37.0,-26.0,15.0,4.0,19.0,0.0,9.0,3.0,8.0,-5.0,7.0,12.0,67.0,-25.0,-9.0,9.0
W,Jason Herzog,4.0,1.0,-22.0,38.0,-93.0,3.0,-8.0,-11.0,0.0,0.0,-6.0,-16.0,-12.0,-18.0,-2.0,-38.0,-20.0,-8.0,16.0
W,Herb Dean,-1.0,2.0,-7.0,15.0,90.0,-12.0,-1.0,7.0,0.0,3.0,39.0,-7.0,-4.0,38.0,40.0,-8.0,-20.0,-1.0,32.0
W,Jason Herzog,-2.0,0.0,-13.0,-6.0,6.0,-16.0,8.0,-13.0,0.0,-8.0,4.0,18.0,3.0,-1.0,-3.0,10.0,8.0,-6.0,8.0
L,Herb Dean,-3.0,0.0,5.0,6.0,-62.0,20.0,-13.0,-34.0,0.0,-21.0,-10.0,-12.0,-17.0,-48.0,-30.0,-73.0,-4.0,-5.0,-15.0
W,Marc Goddard,4.0,1.0,16.0,-23.0,14.0,0.0,2.0,4.0,0.0,7.0,4.0,5.0,-1.0,10.0,2.0,40.0,-10.0,6.0,10.0
W,Kevin Mulhall,0.0,0.0,-25.0,12.0,10.0,-12.0,8.0,5.0,0.0,-7.0,7.0,13.0,0.0,0.0,7.0,78.0,0.0,-15.0,12.0
W,Leon Roberts,2.0,0.0,2.0,-13.0,65.0,-15.0,6.0,-3.0,-1.0,-5.0,11.0,12.0,9.0,15.0,6.0,40.0,14.0,3.0,2.0
W,Marc Goddard,1.0,-2.0,-66.0,52.0,100.0,-43.0,6.0,19.0,0.0,2.0,11.0,14.0,-1.0,12.0,10.0,50.0,-14.0,-4.0,57.0
W,Neil Hall,1.0,0.0,-23.0,14.0,-2.0,-13.0,3.0,0.0,0.0,-6.0,0.0,9.0,4.0,-2.0,4.0,100.0,12.0,-9.0,0.0
L,Herb Dean,1.0,0.0,-1.0,-42.0,31.0,-25.0,25.0,28.0,-1.0,3.0,18.0,43.0,9.0,30.0,4.0,100.0,-7.0,1.0,33.0
W,Steve Mazzagatti,-1.0,0.0,-1.0,12.0,8.0,16.0,-1.0,-5.0,0.0,22.0,-2.0,-11.0,-3.0,17.0,15.0,-25.0,-12.0,3.0,-5.0
L,Yves Lavigne,2.0,1.0,3.0,-8.0,-61.0,3.0,-4.0,-17.0,0.0,-42.0,0.0,6.0,-12.0,-54.0,-48.0,22.0,-3.0,-2.0,0.0
L,Kim Winslow,3.0,-1.0,5.0,4.0,-58.0,19.0,-13.0,-49.0,0.0,-14.0,-25.0,-9.0,-9.0,-48.0,-30.0,-67.0,-16.0,-5.0,-1.0
L,Kim Winslow,-1.0,0.0,-27.0,26.0,-18.0,-7.0,-4.0,-16.0,0.0,-25.0,-1.0,1.0,-1.0,-27.0,-7.0,0.0,1.0,-16.0,7.0
W,John McCarthy,4.0,0.0,7.0,12.0,110.0,-30.0,6.0,15.0,-1.0,11.0,2.0,-18.0,57.0,70.0,45.0,8.0,29.0,19.0,1.0
L,Herb Dean,-5.0,0.0,4.0,-3.0,-49.0,32.0,-4.0,-13.0,-1.0,1.0,-23.0,-2.0,-5.0,-27.0,-25.0,-100.0,-4.0,2.0,-28.0
L,Herb Dean,1.0,-1.0,16.0,-29.0,-110.0,9.0,-3.0,-8.0,0.0,-65.0,-3.0,14.0,-32.0,-100.0,-89.0,-25.0,-7.0,-8.0,-1.0
L,Herb Dean,-1.0,0.0,0.0,8.0,-27.0,34.0,-3.0,-3.0,0.0,4.0,-22.0,-7.0,1.0,-17.0,-14.0,-84.0,19.0,0.0,-52.0
L,Herb Dean,0.0,-2.0,13.0,-13.0,-69.0,11.0,-1.0,5.0,0.0,-2.0,-13.0,1.0,4.0,-11.0,-16.0,50.0,10.0,6.0,-21.0
L,Mario Yamasaki,-2.0,0.0,-9.0,-7.0,-32.0,23.0,3.0,-2.0,1.0,-8.0,-16.0,17.0,0.0,-24.0,-21.0,-33.0,2.0,-6.0,-25.0
W,Mario Yamasaki,-5.0,0.0,19.0,3.0,46.0,2.0,-1.0,-3.0,0.0,14.0,4.0,-22.0,1.0,19.0,10.0,-83.0,-6.0,10.0,5.0
W,Marc Goddard,2.0,2.0,15.0,0.0,-62.0,35.0,-6.0,-13.0,0.0,-2.0,-8.0,-15.0,-5.0,-15.0,-9.0,16.0,-10.0,0.0,-25.0
L,Mario Yamasaki,-2.0,-3.0,-8.0,9.0,2.0,-2.0,2.0,9.0,0.0,3.0,0.0,0.0,1.0,4.0,4.0,-66.0,2.0,-2.0,0.0
W,Marc Goddard,2.0,1.0,-17.0,-25.0,22.0,-25.0,5.0,30.0,0.0,0.0,5.0,41.0,4.0,9.0,3.0,40.0,33.0,1.0,-8.0
L,Herb Dean,-11.0,0.0,-3.0,-17.0,-144.0,44.0,0.0,-8.0,-1.0,8.0,-37.0,21.0,-25.0,-54.0,-50.0,-33.0,-11.0,-4.0,-33.0
W,Yves Lavigne,1.0,-1.0,1.0,-4.0,56.0,-12.0,13.0,16.0,0.0,31.0,5.0,3.0,20.0,56.0,36.0,100.0,9.0,7.0,2.0
L,Chris Tognoni,-7.0,0.0,22.0,-17.0,-4.0,1.0,3.0,18.0,0.0,22.0,5.0,-4.0,-2.0,25.0,8.0,-70.0,-10.0,14.0,8.0
L,Chris Tognoni,-1.0,-1.0,14.0,-9.0,10.0,7.0,2.0,-4.0,0.0,13.0,0.0,-5.0,0.0,13.0,4.0,-50.0,-7.0,7.0,0.0
W,Herb Dean,0.0,1.0,8.0,4.0,12.0,-9.0,-2.0,-1.0,0.0,1.0,0.0,-12.0,8.0,9.0,8.0,0.0,9.0,3.0,0.0
W,Herb Dean,0.0,4.0,-23.0,16.0,0.0,13.0,1.0,14.0,1.0,2.0,2.0,5.0,-1.0,3.0,4.0,-30.0,-17.0,-2.0,3.0
L,Chris Tognoni,-7.0,-4.0,0.0,5.0,-143.0,8.0,-2.0,-15.0,-1.0,3.0,-3.0,-6.0,0.0,0.0,2.0,-50.0,0.0,0.0,-8.0
L,Marc Goddard,1.0,0.0,-10.0,15.0,-18.0,11.0,-6.0,-20.0,-2.0,-9.0,-1.0,-7.0,-6.0,-16.0,-5.0,16.0,-10.0,-5.0,-2.0
L,John Sharp,-1.0,0.0,8.0,-5.0,-23.0,6.0,2.0,30.0,1.0,22.0,-2.0,-2.0,1.0,21.0,7.0,-8.0,-2.0,12.0,-3.0
W,Herb Dean,8.0,-2.0,-8.0,24.0,88.0,4.0,17.0,26.0,1.0,21.0,67.0,-17.0,6.0,94.0,55.0,66.0,-58.0,22.0,54.0
L,Dan Miragliotta,-5.0,1.0,18.0,-23.0,-77.0,0.0,-2.0,-3.0,0.0,-20.0,-15.0,5.0,4.0,-31.0,-34.0,-17.0,21.0,5.0,-20.0
L,Herb Dean,-1.0,0.0,-7.0,16.0,-72.0,-3.0,-25.0,-31.0,0.0,-84.0,-1.0,-9.0,-7.0,-92.0,-58.0,-33.0,4.0,-9.0,0.0
L,Dan Miragliotta,-1.0,-2.0,0.0,48.0,-18.0,23.0,-12.0,-33.0,-1.0,-3.0,-1.0,-48.0,-12.0,-16.0,-4.0,-100.0,-27.0,0.0,3.0
W,Steve Newport,0.0,0.0,5.0,2.0,6.0,-5.0,0.0,15.0,1.0,2.0,2.0,-8.0,-1.0,3.0,2.0,0.0,-20.0,1.0,25.0
W,Steve Newport,0.0,0.0,-26.0,26.0,26.0,-18.0,3.0,17.0,0.0,16.0,0.0,0.0,11.0,27.0,21.0,0.0,18.0,3.0,0.0
L,Anthony Hamlett,1.0,-2.0,43.0,-5.0,-83.0,32.0,-27.0,-20.0,-1.0,2.0,-28.0,-38.0,-22.0,-48.0,-19.0,-80.0,17.0,-2.0,-49.0
W,Philippe Chartier,-2.0,-1.0,-19.0,-26.0,13.0,-43.0,15.0,14.0,0.0,-2.0,1.0,44.0,15.0,14.0,1.0,-25.0,40.0,-2.0,2.0
L,Yves Lavigne,-4.0,1.0,51.0,-40.0,-57.0,15.0,-11.0,-8.0,0.0,-14.0,-8.0,-10.0,-13.0,-35.0,-29.0,-80.0,-1.0,5.0,-14.0
L,Marc-Andre Cote,-1.0,-1.0,5.0,-19.0,-71.0,20.0,-5.0,17.0,1.0,-13.0,-28.0,13.0,-3.0,-44.0,-36.0,60.0,-2.0,-3.0,-18.0
W,Philippe Chartier,1.0,1.0,-50.0,100.0,5.0,-84.0,-1.0,19.0,1.0,-1.0,2.0,-50.0,3.0,4.0,6.0,50.0,50.0,-1.0,33.0
W,Yves Lavigne,1.0,-2.0,19.0,-33.0,36.0,-28.0,6.0,-6.0,0.0,-5.0,0.0,13.0,13.0,8.0,-8.0,25.0,28.0,10.0,0.0
W,Steve Perceval,-1.0,-1.0,12.0,-18.0,-7.0,0.0,2.0,-14.0,1.0,-8.0,-3.0,6.0,1.0,-10.0,-17.0,10.0,4.0,5.0,-5.0
W,Steve Perceval,3.0,0.0,-3.0,49.0,30.0,-42.0,-1.0,0.0,0.0,2.0,46.0,-46.0,1.0,49.0,48.0,86.0,-26.0,2.0,67.0
W,Mario Yamasaki,-1.0,3.0,-33.0,72.0,31.0,1.0,-5.0,0.0,1.0,6.0,2.0,-38.0,-1.0,7.0,16.0,-67.0,-7.0,-4.0,8.0
W,Marc Goddard,4.0,0.0,-12.0,21.0,152.0,-15.0,6.0,5.0,0.0,1.0,53.0,-9.0,9.0,63.0,57.0,0.0,-17.0,0.0,32.0
W,Fernando Yamasaki,0.0,1.0,0.0,0.0,4.0,-1.0,2.0,7.0,0.0,5.0,1.0,1.0,1.0,7.0,5.0,0.0,2.0,0.0,0.0
W,Fernando Yamasaki,3.0,-1.0,1.0,10.0,25.0,-24.0,-5.0,7.0,1.0,-13.0,6.0,-11.0,1.0,-6.0,0.0,75.0,4.0,-1.0,20.0
L,Marc Goddard,1.0,1.0,-7.0,7.0,-33.0,-6.0,-5.0,5.0,0.0,-44.0,2.0,-1.0,0.0,-42.0,-25.0,33.0,3.0,-12.0,3.0
W,Fernando Yamasaki,-3.0,0.0,9.0,-18.0,-11.0,11.0,7.0,-21.0,0.0,4.0,0.0,10.0,-9.0,-5.0,-18.0,-75.0,-11.0,6.0,0.0
W,Josh Rosenthal,2.0,0.0,-13.0,19.0,-16.0,-20.0,-2.0,5.0,0.0,-12.0,5.0,-5.0,0.0,-7.0,1.0,50.0,1.0,-6.0,20.0
W,Darryl Guthmiller,0.0,0.0,15.0,-28.0,27.0,-31.0,7.0,5.0,2.0,14.0,10.0,13.0,0.0,24.0,12.0,0.0,0.0,5.0,30.0
L,Darryl Guthmiller,1.0,1.0,-7.0,2.0,29.0,-25.0,3.0,16.0,0.0,4.0,2.0,4.0,12.0,18.0,15.0,100.0,30.0,0.0,-6.0
W,Josh Rosenthal,3.0,-3.0,34.0,18.0,55.0,7.0,-20.0,15.0,0.0,5.0,1.0,-53.0,5.0,11.0,10.0,42.0,-9.0,21.0,1.0
W,Marc Goddard,3.0,0.0,-14.0,28.0,32.0,-10.0,-8.0,1.0,0.0,-4.0,16.0,-14.0,-8.0,4.0,20.0,42.0,-14.0,-8.0,25.0
W,Marc Goddard,0.0,0.0,19.0,-36.0,95.0,-16.0,7.0,-1.0,0.0,17.0,10.0,17.0,1.0,28.0,9.0,17.0,2.0,12.0,14.0
L,Leon Roberts,-5.0,0.0,10.0,-25.0,-20.0,-5.0,8.0,4.0,0.0,-19.0,1.0,16.0,0.0,-18.0,-30.0,-41.0,3.0,4.0,2.0
L,Yves Lavigne,-5.0,2.0,1.0,15.0,-43.0,19.0,-21.0,-32.0,0.0,-11.0,-8.0,-15.0,-14.0,-33.0,-6.0,-50.0,-9.0,-6.0,-9.0
L,John McCarthy,0.0,-2.0,-1.0,24.0,-3.0,19.0,-7.0,-17.0,0.0,1.0,0.0,-23.0,-8.0,-7.0,1.0,17.0,-30.0,-1.0,12.0
W,Dan Miragliotta,-3.0,0.0,2.0,-22.0,-12.0,-8.0,33.0,12.0,0.0,-10.0,-1.0,19.0,15.0,4.0,-33.0,-37.0,9.0,4.0,0.0
W,Josh Rosenthal,0.0,0.0,-8.0,7.0,3.0,7.0,-3.0,1.0,-1.0,-8.0,-8.0,1.0,-1.0,-17.0,-5.0,0.0,1.0,-9.0,-8.0
W,Herb Dean,-2.0,-1.0,-4.0,8.0,-3.0,4.0,-3.0,2.0,-1.0,1.0,-2.0,-4.0,-1.0,-2.0,4.0,-33.0,-1.0,-3.0,-3.0
W,Tom Johnson,1.0,2.0,0.0,0.0,8.0,-33.0,0.0,22.0,-1.0,1.0,4.0,0.0,1.0,6.0,6.0,50.0,8.0,0.0,25.0
L,Adam Martinez,-1.0,0.0,-11.0,4.0,-1.0,15.0,5.0,-18.0,-2.0,13.0,0.0,8.0,-8.0,5.0,6.0,-50.0,-15.0,-6.0,0.0
L,Tom Johnson,-1.0,0.0,-9.0,14.0,-51.0,6.0,-2.0,-12.0,0.0,-1.0,-8.0,-5.0,-1.0,-10.0,-5.0,-50.0,-3.0,-3.0,-3.0
W,Tim Mills,4.0,0.0,21.0,-14.0,53.0,-71.0,3.0,39.0,0.0,-1.0,17.0,-8.0,12.0,28.0,18.0,100.0,36.0,7.0,34.0
W,Herb Dean,3.0,-1.0,-6.0,34.0,53.0,-21.0,-18.0,3.0,1.0,-13.0,12.0,-27.0,2.0,1.0,23.0,7.0,3.0,-4.0,18.0
W,Luis Cobian,0.0,0.0,-1.0,31.0,-29.0,-16.0,-25.0,-9.0,-1.0,-43.0,6.0,-29.0,-1.0,-38.0,-11.0,-10.0,0.0,-2.0,16.0
W,Herb Dean,-1.0,0.0,-5.0,18.0,-1.0,31.0,-2.0,14.0,0.0,7.0,-6.0,-12.0,1.0,2.0,5.0,0.0,5.0,-1.0,-37.0
W,John McCarthy,2.0,1.0,-14.0,60.0,26.0,-2.0,-6.0,-6.0,1.0,7.0,7.0,-47.0,3.0,17.0,25.0,33.0,-18.0,-2.0,20.0
W,Luis Cobian,6.0,0.0,-2.0,-2.0,-13.0,0.0,3.0,1.0,-1.0,10.0,0.0,4.0,1.0,11.0,7.0,50.0,0.0,1.0,0.0
L,Josh Rosenthal,2.0,0.0,-35.0,49.0,-10.0,7.0,-14.0,-22.0,0.0,-20.0,2.0,-14.0,-10.0,-28.0,7.0,50.0,-15.0,-21.0,7.0
W,Yves Lavigne,0.0,0.0,-30.0,-6.0,41.0,18.0,18.0,31.0,0.0,10.0,-1.0,35.0,14.0,23.0,7.0,0.0,-12.0,-2.0,-6.0
L,Mario Yamasaki,0.0,-1.0,32.0,-22.0,-11.0,40.0,-4.0,-5.0,0.0,13.0,1.0,-10.0,-16.0,-2.0,-9.0,-94.0,-43.0,11.0,3.0
L,Yves Lavigne,0.0,0.0,-2.0,4.0,75.0,1.0,4.0,-13.0,0.0,40.0,0.0,-3.0,0.0,40.0,29.0,0.0,-1.0,7.0,0.0
W,Yves Lavigne,2.0,1.0,-3.0,-13.0,37.0,-8.0,0.0,-17.0,0.0,-8.0,-3.0,16.0,-5.0,-16.0,-15.0,13.0,3.0,-1.0,5.0
L,Josh Rosenthal,0.0,0.0,-3.0,18.0,-37.0,49.0,-4.0,-29.0,0.0,-5.0,-16.0,-13.0,-2.0,-23.0,-18.0,-63.0,6.0,-1.0,-55.0
W,Jason McCoy,2.0,0.0,-8.0,4.0,82.0,9.0,12.0,23.0,1.0,50.0,9.0,3.0,-10.0,49.0,35.0,-17.0,-15.0,2.0,7.0
W,Marcos Rosales,6.0,0.0,-2.0,22.0,55.0,-21.0,-2.0,10.0,0.0,-4.0,23.0,-21.0,0.0,19.0,17.0,42.0,-25.0,4.0,46.0
L,Josh Rosenthal,1.0,0.0,100.0,-50.0,-1.0,75.0,-2.0,-8.0,0.0,2.0,-2.0,-50.0,-1.0,-1.0,-2.0,12.0,-25.0,3.0,-50.0
W,Jason McCoy,2.0,0.0,0.0,8.0,81.0,-27.0,11.0,37.0,0.0,19.0,16.0,-10.0,15.0,50.0,36.0,38.0,3.0,3.0,22.0
L,Marcos Rosales,2.0,0.0,-26.0,21.0,49.0,-24.0,8.0,35.0,1.0,28.0,11.0,5.0,11.0,50.0,37.0,40.0,15.0,5.0,9.0
W,Josh Rosenthal,-1.0,0.0,25.0,-15.0,52.0,-27.0,-3.0,16.0,0.0,-6.0,0.0,-10.0,20.0,14.0,-5.0,-100.0,27.0,22.0,0.0
W,Josh Rosenthal,2.0,0.0,-19.0,12.0,-21.0,-1.0,5.0,10.0,0.0,3.0,0.0,7.0,1.0,4.0,8.0,100.0,1.0,-9.0,0.0
L,Josh Rosenthal,-1.0,0.0,-6.0,-5.0,-13.0,2.0,3.0,0.0,0.0,-5.0,-1.0,11.0,0.0,-6.0,-4.0,-50.0,1.0,-5.0,-2.0
W,Yves Lavigne,0.0,0.0,-45.0,34.0,24.0,-13.0,6.0,12.0,0.0,12.0,7.0,10.0,0.0,19.0,20.0,91.0,-3.0,-7.0,16.0
L,Mario Yamasaki,1.0,0.0,-20.0,1.0,13.0,7.0,6.0,8.0,0.0,4.0,0.0,18.0,-1.0,3.0,2.0,16.0,-8.0,-5.0,0.0
W,Steve Mazzagatti,0.0,0.0,-40.0,43.0,-8.0,-2.0,-1.0,-20.0,0.0,-3.0,0.0,-2.0,1.0,-2.0,17.0,0.0,2.0,-18.0,0.0
L,Josh Rosenthal,-3.0,0.0,-25.0,16.0,-19.0,18.0,4.0,-11.0,0.0,9.0,-8.0,11.0,3.0,4.0,8.0,-42.0,8.0,-8.0,-27.0
L,Marc Goddard,0.0,1.0,12.0,14.0,14.0,6.0,-10.0,-9.0,0.0,-1.0,-2.0,-26.0,-1.0,-4.0,3.0,0.0,-2.0,3.0,-4.0
L,Marc Goddard,-5.0,1.0,-32.0,10.0,-72.0,15.0,4.0,-5.0,0.0,3.0,-7.0,21.0,4.0,0.0,2.0,-50.0,21.0,-6.0,-36.0
W,Dan Miragliotta,1.0,1.0,6.0,-17.0,3.0,-33.0,6.0,7.0,0.0,-12.0,6.0,12.0,10.0,4.0,-5.0,11.0,20.0,3.0,12.0
W,Kevin Mulhall,4.0,0.0,12.0,-23.0,7.0,6.0,7.0,-8.0,0.0,3.0,0.0,11.0,-4.0,-1.0,-15.0,50.0,-6.0,7.0,0.0
W,Kevin Mulhall,1.0,-4.0,-6.0,24.0,57.0,-37.0,0.0,23.0,-1.0,1.0,18.0,-18.0,2.0,21.0,20.0,-60.0,-7.0,1.0,43.0
L,Yves Lavigne,3.0,0.0,-1.0,-23.0,-2.0,-10.0,9.0,-8.0,-1.0,-10.0,3.0,24.0,0.0,-7.0,-15.0,50.0,0.0,-1.0,10.0
L,Yves Lavigne,4.0,-4.0,-22.0,-6.0,-50.0,-7.0,-1.0,-12.0,0.0,-16.0,-3.0,28.0,0.0,-19.0,-9.0,80.0,9.0,-9.0,-2.0
W,Dan Miragliotta,5.0,0.0,16.0,-36.0,46.0,-48.0,21.0,10.0,0.0,9.0,21.0,19.0,3.0,33.0,2.0,83.0,5.0,10.0,41.0
W,Kevin Mulhall,1.0,1.0,-40.0,35.0,22.0,-64.0,2.0,42.0,0.0,-2.0,4.0,5.0,5.0,7.0,7.0,33.0,30.0,-2.0,33.0
W,Gasper Oliver,-1.0,0.0,-40.0,22.0,48.0,-50.0,12.0,27.0,0.0,6.0,0.0,16.0,26.0,32.0,23.0,-20.0,50.0,-3.0,0.0
W,Dan Miragliotta,-2.0,3.0,-51.0,34.0,-9.0,20.0,8.0,-6.0,1.0,6.0,-8.0,17.0,-13.0,-15.0,14.0,-25.0,-12.0,-37.0,-8.0
W,Gasper Oliver,0.0,0.0,-1.0,15.0,41.0,-21.0,-4.0,7.0,0.0,7.0,0.0,-14.0,15.0,22.0,17.0,0.0,21.0,9.0,0.0
W,Troy Waugh,1.0,0.0,4.0,-3.0,11.0,5.0,14.0,15.0,1.0,19.0,0.0,-2.0,14.0,33.0,7.0,16.0,-4.0,12.0,0.0
W,Chris Adams,1.0,0.0,5.0,14.0,-1.0,3.0,-4.0,10.0,1.0,0.0,2.0,-20.0,-3.0,-1.0,2.0,100.0,-14.0,1.0,11.0
W,Troy Waugh,1.0,0.0,-15.0,22.0,17.0,-5.0,-2.0,-1.0,1.0,9.0,3.0,-6.0,1.0,13.0,22.0,100.0,0.0,-7.0,4.0
W,Chris Adams,-2.0,0.0,-8.0,34.0,-64.0,-10.0,-11.0,-19.0,0.0,-8.0,-3.0,-24.0,1.0,-10.0,4.0,-22.0,12.0,-3.0,-1.0
L,Chris Adams,2.0,-1.0,-7.0,-3.0,-41.0,-3.0,2.0,0.0,0.0,-3.0,-1.0,10.0,0.0,-4.0,-3.0,-8.0,5.0,-3.0,-2.0
L,Kim Winslow,0.0,0.0,-23.0,31.0,-21.0,5.0,-6.0,-19.0,0.0,-10.0,-2.0,-9.0,-3.0,-15.0,1.0,0.0,-1.0,-10.0,-4.0
W,Herb Dean,-1.0,0.0,-10.0,26.0,20.0,-1.0,-3.0,-1.0,1.0,15.0,3.0,-16.0,0.0,18.0,24.0,-17.0,-4.0,-3.0,5.0
W,Steve Mazzagatti,3.0,-2.0,5.0,-4.0,7.0,-21.0,0.0,16.0,0.0,-3.0,5.0,-1.0,-1.0,1.0,0.0,55.0,-6.0,1.0,27.0
W,Yves Lavigne,1.0,0.0,-14.0,-18.0,87.0,-31.0,13.0,21.0,0.0,-4.0,1.0,32.0,13.0,10.0,1.0,7.0,32.0,-4.0,-2.0
W,Dan Miragliotta,4.0,3.0,-15.0,1.0,79.0,-17.0,11.0,4.0,0.0,5.0,9.0,15.0,4.0,18.0,15.0,100.0,5.0,-8.0,12.0
