winner,ref,diff_TD,diff_sub_att,diff_sig_str_leg_pct,diff_sig_str_head_pct,diff_total_str,diff_sig_str_distance_pct,diff_sig_str_body,diff_sig_str_pct,diff_KD,diff_sig_str_distance,diff_sig_str_ground,diff_sig_str_body_pct,diff_sig_str_clinch,diff_sig_str,diff_sig_str_head,diff_TD_pct,diff_sig_str_clinch_pct,diff_sig_str_leg,diff_sig_str_ground_pct
W,Keith Peterson,7.0,0.0,14.0,-5.0,40.0,-20.0,-1.0,-5.0,0.0,7.0,8.0,-10.0,5.0,20.0,11.0,63.0,7.0,10.0,11.0
W,Michael Cardoso,2.0,0.0,-18.0,31.0,20.0,-21.0,0.0,18.0,0.0,21.0,18.0,-13.0,2.0,41.0,47.0,100.0,-1.0,-6.0,21.0
W,Keith Peterson,1.0,0.0,13.0,0.0,23.0,-10.0,-2.0,23.0,1.0,13.0,9.0,-13.0,-2.0,20.0,9.0,20.0,-6.0,13.0,16.0
W,Keith Peterson,-2.0,0.0,-6.0,19.0,19.0,0.0,-8.0,14.0,0.0,1.0,2.0,-14.0,-2.0,1.0,13.0,-25.0,-3.0,-4.0,3.0
L,Mike Beltran,2.0,-2.0,-13.0,20.0,10.0,-6.0,-3.0,-15.0,0.0,-4.0,4.0,-6.0,-2.0,-2.0,7.0,66.0,-4.0,-6.0,11.0
L,Eduardo Herdy,1.0,1.0,13.0,-27.0,-33.0,20.0,0.0,6.0,0.0,-8.0,-6.0,14.0,-4.0,-18.0,-20.0,11.0,-12.0,2.0,-7.0
W,Camila Albuquerque,0.0,2.0,-19.0,6.0,117.0,-39.0,15.0,7.0,0.0,12.0,32.0,13.0,5.0,49.0,35.0,-67.0,1.0,-1.0,37.0
L,Julio Catarino,3.0,0.0,6.0,3.0,-32.0,1.0,-12.0,-4.0,0.0,-16.0,0.0,-9.0,-6.0,-22.0,-10.0,27.0,-3.0,0.0,2.0
W,Keith Peterson,2.0,0.0,-17.0,7.0,107.0,-36.0,11.0,28.0,0.0,21.0,22.0,10.0,15.0,58.0,45.0,-9.0,6.0,2.0,29.0
W,Mark Smith,-1.0,0.0,12.0,-21.0,-1.0,1.0,7.0,5.0,0.0,15.0,2.0,10.0,0.0,17.0,4.0,-46.0,-6.0,6.0,5.0
W,Keith Peterson,0.0,1.0,-9.0,7.0,33.0,6.0,9.0,-2.0,1.0,34.0,0.0,3.0,-1.0,33.0,29.0,50.0,-6.0,-5.0,0.0
L,Dan Miragliotta,-1.0,-1.0,21.0,-12.0,21.0,-2.0,1.0,-3.0,-1.0,16.0,-3.0,-11.0,8.0,21.0,10.0,-100.0,13.0,10.0,-12.0
W,Kevin MacDonald,-1.0,0.0,0.0,65.0,18.0,51.0,-3.0,19.0,1.0,4.0,0.0,-66.0,-2.0,2.0,5.0,-33.0,-52.0,0.0,0.0
W,Kevin MacDonald,1.0,0.0,-50.0,68.0,16.0,-44.0,0.0,11.0,0.0,-1.0,13.0,-19.0,-1.0,11.0,13.0,-34.0,-25.0,-2.0,68.0
L,Dan Miragliotta,0.0,0.0,-2.0,-4.0,-69.0,22.0,-7.0,-21.0,0.0,-31.0,-17.0,5.0,-10.0,-58.0,-44.0,-17.0,-9.0,-7.0,-13.0
W,Bill Bookwalter,0.0,0.0,0.0,85.0,33.0,10.0,-1.0,-12.0,0.0,2.0,16.0,-85.0,-2.0,16.0,17.0,0.0,-90.0,0.0,80.0
W,Bill Bookwalter,2.0,0.0,0.0,-5.0,76.0,-42.0,4.0,9.0,0.0,-5.0,23.0,5.0,-1.0,17.0,13.0,25.0,-12.0,0.0,53.0
W,Mike King,-1.0,0.0,-12.0,17.0,-40.0,-44.0,-1.0,11.0,0.0,-8.0,13.0,-6.0,1.0,6.0,9.0,-100.0,3.0,-2.0,42.0
W,Mike King,-7.0,3.0,0.0,5.0,-71.0,32.0,-4.0,-3.0,0.0,0.0,-10.0,-5.0,-7.0,-17.0,-13.0,-100.0,-11.0,0.0,-20.0
W,Scott Howard,4.0,1.0,0.0,20.0,87.0,-21.0,-7.0,9.0,0.0,-1.0,14.0,-21.0,-3.0,10.0,14.0,44.0,-8.0,3.0,29.0
L,Marc Goddard,-1.0,0.0,-8.0,-1.0,-14.0,-3.0,9.0,-8.0,0.0,-15.0,0.0,9.0,3.0,-12.0,-8.0,-20.0,3.0,-13.0,0.0
L,Mark Craig,-5.0,1.0,16.0,-13.0,-106.0,14.0,-13.0,-8.0,0.0,-38.0,-13.0,-3.0,-4.0,-55.0,-40.0,-83.0,0.0,-2.0,-13.0
W,John Sharp,-7.0,0.0,-26.0,20.0,24.0,10.0,5.0,-8.0,1.0,8.0,7.0,6.0,-5.0,10.0,11.0,28.0,-21.0,-6.0,11.0
W,Mark Craig,0.0,3.0,-8.0,11.0,78.0,-50.0,13.0,18.0,0.0,5.0,32.0,-3.0,6.0,43.0,31.0,0.0,-9.0,-1.0,58.0
W,John Sharp,4.0,0.0,-10.0,26.0,-14.0,40.0,-9.0,3.0,1.0,7.0,-7.0,-17.0,-17.0,-17.0,-3.0,57.0,-30.0,-5.0,-11.0
W,Marc Goddard,0.0,0.0,13.0,-3.0,26.0,-4.0,-2.0,-2.0,0.0,24.0,1.0,-11.0,3.0,28.0,17.0,0.0,2.0,13.0,1.0
L,John Sharp,0.0,-1.0,22.0,-34.0,-2.0,17.0,7.0,2.0,0.0,12.0,-3.0,12.0,-4.0,5.0,-14.0,75.0,-11.0,12.0,-6.0
W,Jason Herzog,-2.0,0.0,27.0,-13.0,-27.0,19.0,-18.0,-19.0,-1.0,-16.0,-3.0,-12.0,-9.0,-28.0,-14.0,-100.0,-14.0,4.0,-3.0
W,Joe Coca,0.0,1.0,-7.0,-10.0,10.0,-14.0,5.0,-3.0,1.0,-1.0,6.0,16.0,-1.0,4.0,0.0,-17.0,-7.0,-1.0,20.0
L,Herb Dean,-10.0,0.0,11.0,-67.0,-36.0,28.0,5.0,-32.0,0.0,1.0,-20.0,55.0,-7.0,-26.0,-32.0,-52.0,21.0,1.0,-49.0
W,Jason Herzog,0.0,0.0,17.0,-25.0,32.0,1.0,15.0,17.0,0.0,32.0,0.0,9.0,-1.0,31.0,-6.0,0.0,-1.0,22.0,0.0
L,Robert Romero,-1.0,0.0,14.0,-31.0,-54.0,-4.0,8.0,3.0,0.0,-26.0,-5.0,17.0,1.0,-30.0,-44.0,-100.0,7.0,6.0,-4.0
W,Herb Dean,3.0,0.0,-2.0,-25.0,104.0,-42.0,31.0,-5.0,0.0,-8.0,25.0,27.0,29.0,46.0,16.0,37.0,12.0,-1.0,29.0
L,Kerry Hatley,2.0,1.0,-2.0,20.0,-35.0,17.0,-12.0,-20.0,0.0,-14.0,-3.0,-17.0,-9.0,-26.0,-13.0,-20.0,-10.0,-1.0,-6.0
W,Dan Miragliotta,-3.0,0.0,-40.0,20.0,-35.0,0.0,7.0,-1.0,0.0,9.0,0.0,20.0,6.0,15.0,10.0,-42.0,0.0,-2.0,0.0
W,Jeff Rexroad,2.0,-1.0,-17.0,38.0,0.0,-2.0,-25.0,2.0,0.0,-24.0,-1.0,-21.0,1.0,-24.0,19.0,50.0,3.0,-18.0,0.0
L,Jeff Rexroad,-5.0,-2.0,-13.0,-10.0,-33.0,1.0,-1.0,-37.0,0.0,-17.0,-1.0,22.0,-1.0,-19.0,-11.0,50.0,2.0,-7.0,-3.0
L,Kevin MacDonald,-6.0,0.0,46.0,-52.0,-31.0,0.0,2.0,21.0,0.0,5.0,0.0,6.0,0.0,5.0,-4.0,-75.0,0.0,7.0,0.0
W,Wayne Spinola,0.0,0.0,-16.0,41.0,5.0,11.0,-11.0,20.0,0.0,19.0,0.0,-25.0,-5.0,14.0,33.0,0.0,-11.0,-8.0,0.0
W,Dan Miragliotta,10.0,-3.0,-12.0,57.0,88.0,-43.0,5.0,47.0,1.0,26.0,0.0,-45.0,42.0,68.0,62.0,61.0,43.0,1.0,0.0
W,Wayne Spinola,1.0,3.0,-40.0,57.0,22.0,-11.0,-4.0,17.0,0.0,-2.0,25.0,-18.0,-13.0,10.0,24.0,-5.0,-58.0,-10.0,69.0
W,Jason Herzog,-1.0,0.0,25.0,17.0,26.0,40.0,-18.0,0.0,0.0,10.0,0.0,-41.0,-18.0,-8.0,3.0,-50.0,-40.0,7.0,0.0
L,Keith Peterson,3.0,0.0,13.0,-47.0,-10.0,-4.0,14.0,-6.0,0.0,-22.0,-8.0,33.0,4.0,-26.0,-42.0,27.0,15.0,2.0,-10.0
W,Thomas Fan,5.0,0.0,-34.0,33.0,26.0,-7.0,4.0,10.0,0.0,20.0,0.0,0.0,6.0,26.0,37.0,50.0,7.0,-15.0,0.0
W,Marc Goddard,1.0,0.0,-5.0,14.0,1.0,-11.0,-2.0,16.0,1.0,9.0,5.0,-10.0,0.0,14.0,16.0,100.0,0.0,0.0,10.0
W,Peter Hickmott,2.0,0.0,4.0,-5.0,-25.0,-13.0,-2.0,11.0,0.0,-17.0,1.0,1.0,3.0,-13.0,-8.0,40.0,8.0,-3.0,4.0
W,Thomas Fan,4.0,0.0,11.0,-9.0,-12.0,23.0,-6.0,-18.0,0.0,-6.0,0.0,-2.0,-15.0,-21.0,-18.0,30.0,-22.0,3.0,0.0
W,Keith Peterson,2.0,0.0,-6.0,-3.0,34.0,-35.0,9.0,27.0,3.0,11.0,14.0,9.0,11.0,36.0,26.0,100.0,9.0,1.0,25.0
L,Marc Goddard,1.0,0.0,19.0,-25.0,1.0,-1.0,3.0,18.0,0.0,-2.0,3.0,6.0,-3.0,-2.0,-15.0,-20.0,-5.0,10.0,5.0
W,Marc Goddard,-2.0,0.0,12.0,-29.0,31.0,1.0,22.0,5.0,0.0,40.0,-3.0,17.0,5.0,42.0,1.0,-28.0,4.0,19.0,-5.0
L,Dan Miragliotta,0.0,0.0,22.0,-37.0,-8.0,30.0,7.0,11.0,-1.0,13.0,-5.0,15.0,-13.0,-5.0,-23.0,0.0,-21.0,11.0,-8.0
W,Fernando Yamasaki,-5.0,0.0,-4.0,10.0,35.0,16.0,0.0,6.0,0.0,38.0,-2.0,-5.0,-5.0,31.0,33.0,63.0,-12.0,-2.0,-3.0
W,Kevin Mulhall,1.0,1.0,-35.0,13.0,52.0,3.0,27.0,9.0,1.0,53.0,0.0,23.0,-1.0,52.0,39.0,100.0,-2.0,-14.0,0.0
L,Camila Albuquerque,-2.0,-2.0,4.0,14.0,-38.0,-18.0,-3.0,9.0,0.0,1.0,7.0,-19.0,-1.0,7.0,8.0,58.0,-4.0,2.0,23.0
L,Eduardo Herdy,-2.0,0.0,-4.0,-5.0,-3.0,6.0,5.0,11.0,0.0,3.0,-4.0,10.0,2.0,1.0,-2.0,-22.0,3.0,-2.0,-8.0
W,Eduardo Herdy,-1.0,1.0,-1.0,10.0,-31.0,-3.0,-8.0,-18.0,0.0,-17.0,-6.0,-10.0,4.0,-19.0,-7.0,-50.0,14.0,-4.0,-12.0
L,Kevin MacDonald,2.0,1.0,54.0,-35.0,-16.0,-23.0,-3.0,-26.0,0.0,-8.0,-2.0,-18.0,-3.0,-13.0,-10.0,0.0,-18.0,0.0,41.0
L,Rich Mitchell,0.0,0.0,-17.0,26.0,-4.0,19.0,-7.0,-21.0,-1.0,1.0,0.0,-10.0,-10.0,-9.0,5.0,88.0,-19.0,-7.0,0.0
L,Vyacheslav  Kiselev,2.0,0.0,-17.0,30.0,-51.0,37.0,-13.0,-6.0,0.0,7.0,-2.0,-13.0,-33.0,-28.0,-1.0,50.0,-35.0,-14.0,-2.0
W,Leon Roberts,-1.0,0.0,5.0,-19.0,35.0,4.0,16.0,5.0,0.0,33.0,0.0,14.0,-1.0,32.0,-1.0,-50.0,-3.0,17.0,0.0
W,Marc Goddard,1.0,0.0,9.0,-3.0,78.0,-31.0,10.0,42.0,1.0,18.0,17.0,-6.0,3.0,38.0,24.0,33.0,-7.0,4.0,38.0
L,Vyacheslav  Kiselev,-1.0,-1.0,-52.0,19.0,-5.0,5.0,12.0,2.0,0.0,-4.0,0.0,34.0,-2.0,-6.0,5.0,-33.0,-4.0,-23.0,0.0
L,Rich Mitchell,0.0,0.0,20.0,-16.0,-32.0,6.0,-8.0,0.0,0.0,-28.0,0.0,-5.0,-5.0,-33.0,-34.0,0.0,-5.0,9.0,0.0
W,Dan Miragliotta,1.0,0.0,-12.0,16.0,-11.0,-30.0,15.0,21.0,2.0,19.0,40.0,-3.0,10.0,69.0,55.0,100.0,-6.0,-1.0,35.0
L,Kevin MacDonald,0.0,0.0,11.0,-32.0,13.0,-29.0,9.0,-4.0,0.0,-8.0,0.0,22.0,12.0,4.0,-11.0,-25.0,30.0,6.0,0.0
W,Todd Ronald Anderson,-2.0,-1.0,1.0,7.0,-29.0,-31.0,1.0,-7.0,0.0,-3.0,0.0,-10.0,14.0,11.0,9.0,-17.0,30.0,1.0,0.0
W,Kevin MacDonald,-1.0,0.0,-20.0,8.0,35.0,2.0,10.0,15.0,0.0,16.0,0.0,12.0,-1.0,15.0,14.0,-50.0,-1.0,-9.0,0.0
W,Thomas Fan,3.0,0.0,4.0,4.0,16.0,-18.0,2.0,17.0,0.0,9.0,3.0,-7.0,9.0,21.0,15.0,60.0,13.0,4.0,4.0
W,Daniel Movahedi,-2.0,0.0,6.0,6.0,12.0,-1.0,-1.0,14.0,0.0,18.0,-5.0,-13.0,21.0,34.0,28.0,-33.0,22.0,7.0,-22.0
L,Kevin Sataki,-1.0,0.0,-16.0,7.0,-7.0,-13.0,3.0,-9.0,0.0,-16.0,1.0,9.0,4.0,-11.0,-3.0,-100.0,11.0,-11.0,1.0
L,Leon Roberts,-3.0,0.0,4.0,-27.0,5.0,-10.0,18.0,3.0,0.0,-2.0,7.0,22.0,2.0,7.0,-15.0,-16.0,2.0,4.0,9.0
W,Daniel Movahedi,0.0,0.0,11.0,-33.0,35.0,-14.0,33.0,24.0,0.0,4.0,-2.0,22.0,32.0,34.0,-11.0,-17.0,17.0,12.0,-3.0
W,Kevin MacDonald,-3.0,0.0,7.0,-3.0,37.0,18.0,4.0,4.0,0.0,35.0,11.0,-6.0,0.0,46.0,30.0,-75.0,-6.0,12.0,-13.0
L,Steve Rita,5.0,0.0,10.0,-8.0,-11.0,-17.0,-2.0,7.0,0.0,-20.0,-1.0,-2.0,-7.0,-28.0,-29.0,-60.0,0.0,3.0,16.0
W,Bryan Miner,4.0,1.0,-9.0,17.0,22.0,-13.0,-6.0,9.0,0.0,-3.0,28.0,-8.0,-10.0,15.0,28.0,-65.0,-11.0,-7.0,24.0
L,Bryan Miner,-2.0,0.0,1.0,-5.0,-20.0,-3.0,4.0,-20.0,-1.0,-15.0,0.0,5.0,3.0,-12.0,-14.0,-66.0,3.0,-2.0,0.0
W,Steve Rita,1.0,3.0,7.0,7.0,-14.0,-4.0,-4.0,-12.0,0.0,-7.0,-6.0,-12.0,1.0,-12.0,-7.0,-34.0,10.0,-1.0,-5.0
W,Herb Dean,2.0,0.0,7.0,-17.0,155.0,-2.0,42.0,24.0,0.0,88.0,0.0,10.0,34.0,122.0,23.0,49.0,2.0,57.0,0.0
L,Michael Cardoso,-2.0,0.0,-12.0,26.0,-34.0,-2.0,-18.0,-22.0,0.0,-53.0,-1.0,-13.0,0.0,-54.0,-24.0,-100.0,0.0,-12.0,3.0
W,Herb Dean,3.0,-2.0,21.0,-28.0,-9.0,23.0,3.0,1.0,0.0,9.0,-6.0,7.0,-6.0,-3.0,-16.0,7.0,-11.0,10.0,-11.0
W,Michael Cardoso,-2.0,1.0,-11.0,35.0,-5.0,-17.0,-4.0,-10.0,0.0,-3.0,0.0,-24.0,3.0,0.0,6.0,-66.0,17.0,-2.0,0.0
W,Andrew Glenn,2.0,0.0,-21.0,18.0,52.0,-20.0,14.0,26.0,2.0,18.0,24.0,3.0,9.0,51.0,51.0,100.0,3.0,-14.0,17.0
L,Herb Dean,4.0,0.0,-6.0,-25.0,7.0,9.0,22.0,14.0,-1.0,1.0,0.0,31.0,-7.0,-6.0,-23.0,80.0,-8.0,-5.0,0.0
W,Kevin MacDonald,-1.0,1.0,-57.0,62.0,-25.0,-1.0,-1.0,-7.0,0.0,-14.0,0.0,-3.0,-4.0,-18.0,-2.0,-33.0,2.0,-15.0,0.0
W,Andrew Glenn,0.0,2.0,23.0,-25.0,20.0,-35.0,8.0,22.0,0.0,2.0,14.0,1.0,14.0,30.0,3.0,0.0,16.0,19.0,17.0
W,Kevin MacDonald,0.0,0.0,-12.0,17.0,18.0,-2.0,0.0,10.0,0.0,18.0,0.0,-5.0,2.0,20.0,25.0,-50.0,2.0,-5.0,0.0
L,John Sharp,0.0,0.0,1.0,-13.0,-66.0,23.0,0.0,-16.0,-1.0,-39.0,-22.0,11.0,0.0,-61.0,-47.0,0.0,0.0,-14.0,-22.0
W,Steve Perceval,3.0,-1.0,1.0,10.0,24.0,-15.0,-7.0,12.0,0.0,-19.0,3.0,-11.0,4.0,-12.0,-5.0,75.0,8.0,0.0,6.0
W,Marc Goddard,-2.0,-1.0,-12.0,7.0,63.0,-28.0,10.0,22.0,0.0,28.0,24.0,4.0,3.0,55.0,45.0,80.0,3.0,0.0,25.0
L,Neil Hall,-1.0,-1.0,-11.0,19.0,-20.0,27.0,-4.0,16.0,0.0,-1.0,-1.0,-6.0,-8.0,-10.0,1.0,-33.0,-23.0,-7.0,-3.0
W,Rebin Saber,-2.0,0.0,0.0,-16.0,33.0,-43.0,5.0,-2.0,0.0,-4.0,7.0,16.0,10.0,13.0,5.0,-50.0,30.0,3.0,13.0
L,Mikkel Birch Olsen,0.0,0.0,8.0,27.0,-19.0,-7.0,-19.0,0.0,0.0,-19.0,0.0,-35.0,1.0,-18.0,-1.0,0.0,7.0,2.0,0.0
L,Rebin Saber,2.0,0.0,15.0,-16.0,-35.0,4.0,-3.0,-15.0,0.0,-17.0,-11.0,1.0,3.0,-25.0,-24.0,-8.0,8.0,2.0,-13.0
L,Leon Roberts,-2.0,0.0,-1.0,-70.0,9.0,6.0,19.0,2.0,0.0,2.0,-11.0,71.0,14.0,5.0,-14.0,-50.0,46.0,0.0,-52.0
W,Neil Hall,4.0,0.0,-17.0,24.0,-6.0,-19.0,2.0,5.0,0.0,7.0,7.0,-7.0,1.0,15.0,12.0,57.0,1.0,1.0,17.0
W,Jason Herzog,4.0,-1.0,13.0,-30.0,12.0,-12.0,7.0,12.0,0.0,-6.0,2.0,17.0,3.0,-1.0,-14.0,36.0,7.0,6.0,5.0
L,Jason Herzog,1.0,0.0,1.0,4.0,17.0,-20.0,0.0,-1.0,0.0,1.0,14.0,-5.0,3.0,18.0,16.0,20.0,2.0,2.0,18.0
W,Yves Lavigne,-1.0,1.0,-21.0,48.0,11.0,-27.0,-13.0,11.0,0.0,-15.0,4.0,-27.0,7.0,-4.0,19.0,-34.0,17.0,-10.0,11.0
L,Jason Herzog,2.0,-1.0,-3.0,-39.0,-95.0,36.0,10.0,-9.0,0.0,0.0,-27.0,43.0,-5.0,-32.0,-38.0,40.0,7.0,-4.0,-42.0
L,Jerin Valel,0.0,0.0,0.0,-57.0,-37.0,17.0,5.0,-28.0,0.0,-11.0,-4.0,57.0,-5.0,-20.0,-25.0,-34.0,-4.0,0.0,-12.0
L,John Cooper,3.0,0.0,-8.0,25.0,-15.0,0.0,-9.0,1.0,0.0,-16.0,-2.0,-17.0,-2.0,-20.0,-7.0,25.0,5.0,-4.0,-4.0
W,Yves Lavigne,0.0,1.0,0.0,-2.0,14.0,9.0,0.0,-7.0,0.0,-12.0,-4.0,2.0,0.0,-16.0,-16.0,-67.0,0.0,0.0,-9.0
L,Kevin Dornan,-3.0,0.0,-6.0,13.0,-90.0,15.0,-5.0,-9.0,0.0,1.0,-10.0,-7.0,2.0,-7.0,3.0,-60.0,4.0,-5.0,-19.0
L,Herb Dean,1.0,0.0,13.0,-28.0,2.0,0.0,10.0,16.0,0.0,4.0,1.0,15.0,-1.0,4.0,-14.0,33.0,-1.0,8.0,1.0
W,Peter Hickmott,0.0,0.0,-5.0,3.0,61.0,-4.0,6.0,33.0,1.0,24.0,11.0,2.0,1.0,36.0,27.0,0.0,-22.0,3.0,25.0
L,Herb Dean,0.0,0.0,5.0,8.0,-61.0,2.0,-20.0,-2.0,0.0,-56.0,0.0,-13.0,-2.0,-58.0,-37.0,0.0,-1.0,-1.0,0.0
W,Vjacheslav Kiselev,-1.0,0.0,8.0,18.0,54.0,0.0,-10.0,-1.0,0.0,37.0,-2.0,-27.0,5.0,40.0,27.0,-10.0,3.0,23.0,-3.0
W,Vjacheslav Kiselev,1.0,1.0,-2.0,2.0,44.0,-15.0,3.0,14.0,0.0,13.0,4.0,1.0,3.0,20.0,17.0,-28.0,6.0,0.0,8.0
W,Peter Hickmott,3.0,0.0,-11.0,-8.0,2.0,-42.0,5.0,10.0,0.0,0.0,10.0,18.0,1.0,11.0,5.0,25.0,-6.0,1.0,47.0
W,John Sharp,2.0,0.0,-2.0,34.0,4.0,-15.0,-17.0,13.0,3.0,-4.0,4.0,-32.0,5.0,5.0,22.0,66.0,8.0,0.0,6.0
W,Steve Perceval,0.0,0.0,18.0,-22.0,30.0,-3.0,5.0,17.0,1.0,27.0,4.0,3.0,0.0,31.0,7.0,86.0,-1.0,19.0,4.0
L,Thomas Fan,0.0,0.0,13.0,-40.0,34.0,-2.0,34.0,0.0,0.0,21.0,0.0,26.0,9.0,30.0,-21.0,0.0,2.0,17.0,0.0
W,Thomas Fan,1.0,0.0,-15.0,21.0,76.0,-18.0,6.0,28.0,0.0,44.0,25.0,-7.0,1.0,70.0,59.0,100.0,-5.0,5.0,23.0
W,Leon Roberts,-1.0,1.0,-1.0,-9.0,-9.0,6.0,8.0,-10.0,0.0,-1.0,0.0,10.0,-6.0,-7.0,-14.0,-16.0,-6.0,-1.0,0.0
W,John Sharp,0.0,0.0,-6.0,-5.0,36.0,-7.0,14.0,6.0,1.0,26.0,11.0,10.0,-2.0,35.0,12.0,0.0,-9.0,9.0,15.0
W,Steve Perceval,3.0,0.0,-5.0,10.0,-56.0,11.0,-5.0,4.0,0.0,-35.0,-9.0,-5.0,-5.0,-49.0,-39.0,42.0,-5.0,-5.0,-6.0
L,Herb Dean,0.0,0.0,-3.0,20.0,95.0,-6.0,-18.0,15.0,-1.0,37.0,19.0,-17.0,2.0,58.0,76.0,0.0,-4.0,0.0,10.0
W,Mike Beltran,2.0,0.0,-4.0,-1.0,37.0,1.0,10.0,3.0,0.0,20.0,4.0,5.0,-1.0,23.0,14.0,20.0,-5.0,-1.0,5.0
L,Frank Trigg,4.0,0.0,-15.0,-4.0,-13.0,-22.0,4.0,2.0,0.0,-25.0,-1.0,19.0,9.0,-17.0,-8.0,66.0,22.0,-13.0,0.0
L,George Allen,0.0,1.0,-11.0,7.0,-46.0,40.0,0.0,-5.0,0.0,30.0,-20.0,4.0,-22.0,-12.0,-1.0,12.0,-20.0,-11.0,-20.0
L,Frank Trigg,1.0,-1.0,-27.0,30.0,3.0,-1.0,-2.0,0.0,0.0,-4.0,2.0,-2.0,-4.0,-6.0,8.0,-25.0,-8.0,-12.0,10.0
W,Jason Herzog,-2.0,1.0,27.0,-12.0,43.0,4.0,-2.0,9.0,0.0,25.0,0.0,-15.0,2.0,27.0,10.0,63.0,-1.0,19.0,-2.0
W,George Allen,2.0,0.0,-30.0,51.0,6.0,4.0,-16.0,8.0,1.0,-20.0,-3.0,-20.0,-4.0,-27.0,14.0,-50.0,-5.0,-25.0,2.0
W,Keith Peterson,1.0,0.0,-20.0,33.0,-48.0,-4.0,0.0,13.0,0.0,21.0,3.0,-13.0,0.0,24.0,15.0,100.0,-3.0,9.0,7.0
W,Osiris Maia,-3.0,0.0,12.0,-1.0,10.0,-3.0,2.0,11.0,0.0,25.0,6.0,-12.0,2.0,33.0,23.0,60.0,-6.0,8.0,9.0
W,Fernando Portella,3.0,0.0,-5.0,-1.0,-10.0,1.0,3.0,-4.0,0.0,-6.0,0.0,5.0,-1.0,-7.0,-5.0,42.0,-1.0,-5.0,0.0
W,Keith Peterson,3.0,0.0,-14.0,10.0,-52.0,3.0,1.0,4.0,0.0,-2.0,7.0,5.0,-10.0,-5.0,2.0,42.0,-21.0,-8.0,17.0
W,Eduardo Herdy,0.0,1.0,26.0,-25.0,11.0,8.0,2.0,51.0,0.0,8.0,0.0,-2.0,0.0,8.0,2.0,0.0,-8.0,4.0,0.0
L,Fernando Portella,-1.0,-1.0,-3.0,5.0,-40.0,18.0,-19.0,-13.0,0.0,-15.0,-1.0,-1.0,-27.0,-43.0,-14.0,-25.0,-17.0,-10.0,-1.0
L,Eduardo Herdy,1.0,0.0,-40.0,28.0,8.0,12.0,4.0,-20.0,0.0,-2.0,-6.0,13.0,0.0,-8.0,8.0,-22.0,1.0,-20.0,-12.0
L,Fernando Portella,-3.0,0.0,-1.0,-2.0,-29.0,24.0,1.0,4.0,0.0,6.0,-2.0,5.0,-1.0,3.0,2.0,-75.0,-5.0,0.0,-17.0
L,Herb Dean,0.0,-1.0,-16.0,50.0,-4.0,-41.0,-2.0,22.0,0.0,-2.0,3.0,-33.0,1.0,2.0,5.0,67.0,12.0,-1.0,29.0
W,Gasper Oliver,0.0,0.0,5.0,3.0,35.0,-18.0,0.0,20.0,1.0,18.0,6.0,-8.0,4.0,28.0,24.0,17.0,5.0,4.0,13.0
W,Gary Copeland,1.0,0.0,2.0,35.0,1.0,-18.0,-17.0,-8.0,0.0,-8.0,1.0,-35.0,9.0,2.0,18.0,14.0,18.0,1.0,2.0
W,Liam Kerrigan,-1.0,0.0,-23.0,11.0,0.0,-30.0,3.0,-11.0,1.0,-5.0,4.0,12.0,3.0,2.0,4.0,-33.0,12.0,-5.0,16.0
W,Dan Miragliotta,2.0,0.0,-8.0,38.0,11.0,-39.0,-7.0,25.0,-1.0,-6.0,23.0,-29.0,0.0,17.0,26.0,50.0,-11.0,-2.0,49.0
L,Marc Goddard,-2.0,0.0,-13.0,1.0,-74.0,31.0,-3.0,3.0,0.0,-3.0,-17.0,11.0,-4.0,-24.0,-14.0,-18.0,-6.0,-7.0,-25.0
L,Herb Dean,0.0,0.0,18.0,-4.0,-36.0,-1.0,-6.0,16.0,0.0,-1.0,0.0,-14.0,0.0,-1.0,-2.0,19.0,1.0,7.0,0.0
L,Yves Lavigne,-2.0,0.0,18.0,-29.0,55.0,-18.0,8.0,4.0,0.0,-11.0,8.0,12.0,4.0,1.0,-19.0,-100.0,6.0,12.0,12.0
W,Marc Goddard,3.0,2.0,24.0,9.0,7.0,8.0,-5.0,36.0,0.0,11.0,8.0,-34.0,-5.0,14.0,10.0,-62.0,-30.0,9.0,21.0
L,Dan Miragliotta,0.0,0.0,16.0,-12.0,-3.0,10.0,-3.0,-19.0,-1.0,2.0,-10.0,-3.0,2.0,-6.0,-12.0,-46.0,5.0,9.0,-14.0
W,Marc Goddard,4.0,0.0,-30.0,25.0,-1.0,-39.0,4.0,23.0,0.0,-3.0,16.0,5.0,1.0,14.0,17.0,36.0,-4.0,-7.0,43.0
L,Dan Miragliotta,-3.0,0.0,22.0,-28.0,16.0,17.0,3.0,5.0,0.0,4.0,-3.0,5.0,-12.0,-11.0,-31.0,-30.0,-13.0,17.0,-3.0
L,Jacob Montalvo,-1.0,0.0,-2.0,-5.0,6.0,-22.0,1.0,-4.0,0.0,-14.0,3.0,6.0,3.0,-8.0,-5.0,-33.0,12.0,-4.0,10.0
W,Dan Miragliotta,5.0,1.0,-6.0,-7.0,-35.0,-49.0,2.0,15.0,0.0,-2.0,7.0,13.0,2.0,7.0,5.0,50.0,1.0,0.0,46.0
W,Kerry Hatley,-2.0,0.0,0.0,-6.0,73.0,-2.0,13.0,5.0,0.0,26.0,0.0,6.0,8.0,34.0,18.0,-40.0,2.0,3.0,0.0
